doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum
mna66af314a40126,85959,10200e,0,250,12
mn05a3bcd271e02f,88380,79967c,2,165,6
mn0e0be0975801e4,274336,90302e,0,189,8
mne62f2164ec17c5,35856,5595c,2,222,10
mnefffc18920dd33,243781,120678e,0,153,6
mn6f0f5000ed4a5d,340600,91364e,0,295,14
mn10b4ae0c9eec23,92273,121588n,1,199,9
mn42b18ee252391f,33176,123204c,2,100,2
mnf3b896f68b64a4,229223,47934c,2,130,4
mn8a0cc37b5c030c,311719,122493c,2,238,11
mnf1f151898d776d,74258,55922c,2,118,3
mnee44dee8d1aed3,214614,134162n,1,251,12
mn833fd9f759de53,299207,92366e,0,86,1
mnd73b301a14e8e3,174592,54708n,1,221,10
mn07fd54d4827f08,150189,28525n,1,260,12
mne2b348e967b3a8,340080,56401c,2,184,8
mn6c878f414a27a2,29884,57042c,2,100,2
mn5e067e3bffc96d,200911,121452e,0,72,0
mn1960478a345cb9,176802,31378n,1,258,12
mn7d4e2911443946,103067,92707n,1,240,11
mn62ebc1d2dfd225,201362,50297n,1,184,8
mnb37f5930256d8d,51611,106493c,2,219,10
mnda477e19b84830,30081,7816n,1,261,12
mnbb4a87452ce8f7,375548,20143n,1,114,3
mn229afebdbc04a3,344096,22658e,0,127,4
mn047cc72e9d5026,161294,27032c,2,270,13
mnb4a1ae3fdeaaa2,263169,54416e,0,106,2
mn2a14a74fbd8f46,66685,13438e,0,140,5
mn79ab337ed0ac53,381189,46788c,2,157,6
mn86eb45db10efc6,120485,104975n,1,107,2
mn2e8d92b067959a,21291,40552c,2,280,13
mn87b29a6f3a66bf,390065,1816c,2,221,10
mn466600c702810e,248956,49359e,0,117,3
mn915b821a43d1cf,83244,120464c,2,76,0
mnaeb9a8388c2178,117872,2785c,2,109,2
mn35857c529cc22b,184046,50048e,0,182,8
mnc0e8285de00292,73785,15368c,2,203,9
mn1fbe71e9350626,18887,2011e,0,336,14
mna9072b13c97ae9,110682,71342e,0,298,14
mn9f279d355da394,106670,70496e,0,251,12
mneaddd52577c251,341976,109217n,1,340,15
mndb35991bde8d51,16915,138616c,2,195,9
mn84778210e68fc0,257663,79277c,2,87,1
mn2156f6575d3577,277085,62066e,0,50,0
mn0a456c5a8e28e2,369288,93283c,2,172,7
mn82ab9b774f6459,183455,95809e,0,112,3
mn5b96a3118ea052,333383,21880c,2,78,1
mncc3e855f99c10e,138447,145638c,2,209,9
mn872c732bc12fc7,160904,141639e,0,337,15
mn4ac9a8dcded101,188962,138955n,1,367,15
mn0c0a2e87e16705,260998,33551e,0,82,1
mnfe947cc47ac7ce,208977,46464n,1,89,1
mnf911879affcdf3,11792,98720c,2,220,10
mn4ce5c662851d17,205132,39906c,2,130,4
mnb85fad3b979b4e,380019,86828e,0,211,10
mn962c89a23d67ef,316408,81519n,1,221,10
mn9fac2bde822171,65820,135047n,1,227,11
mn85c697433e1b9b,282158,93913c,2,208,9
mnaa39121870d8b1,41256,26932c,2,335,14
mnd4492d836ee745,126353,20662e,0,236,11
mn576deaa1ac53da,88581,19039n,1,82,1
mn38c4bbde9d48f6,363893,121165c,2,204,9
mnb7a7cc5b37883b,342041,138035n,1,294,14
mn5ab029a828b8a0,76845,131612e,0,180,7
mn1b6f1974e31568,143781,70898c,2,216,10
mn62d6b81b46a0b7,99757,89651c,2,49,0
mn3538dd427b355b,198376,139234e,0,219,10
mndf3740984bce15,64667,28943n,1,45,0
mnef0cc1000ac4e0,247147,126953n,1,199,9
mnc78d47df04a17e,135030,4531e,0,329,14
mn8966ee51d31cf6,142572,122622e,0,173,7
mna22f1c839b0dbe,137019,145327c,2,324,14
mndd002bb87907ce,59658,74361e,0,405,15
mn3260f7fa2ca8de,229658,128999n,1,329,14
mnac5322190a8486,130280,5760n,1,162,6
mn631130dbffdb2c,237082,139861e,0,369,15
mn2f65d4a309fe69,16600,62400c,2,138,4
mnc81bfd9434d44d,53731,63893e,0,105,2
mn528543249c0476,252423,98789n,1,128,4
mn334d958caf9cb7,171128,107902n,1,216,10
mn247406c1d870fb,172787,39158c,2,201,9
mn28ac2ba7673953,41917,43547e,0,188,8
mnc647d590c1f53a,211427,114410c,2,138,4
mn9b510916d941e7,96400,21930n,1,392,15
mnef2da6cc619b43,377020,133543e,0,101,2
mnabf1b0d658b565,187211,67244n,1,299,14
mnc53f8094ce155f,263322,38531e,0,68,0
mnc2b8d3c842f2f4,306083,93377n,1,245,12
mn86ba41c823a921,164909,54232n,1,275,13
mnfba981e1c0f583,128123,82842n,1,182,8
mn502164a44cb1d5,242243,120200e,0,189,8
mnf3a3c9d25e0fa4,110675,13136c,2,183,8
mn9c01c54a34eb71,382482,126101e,0,110,2
mnfdb2f55c48205f,48602,104841e,0,148,5
mnc57f177cc986e5,199232,123750e,0,199,9
mn855de41c9eaca9,340187,66446e,0,315,14
mna6079c75076f2d,269437,121233c,2,254,12
mn64b81660873d42,330896,18194e,0,56,0
mn3751e905f49c13,236548,115699c,2,194,8
mne63c291c8c1a5a,236276,79966n,1,136,4
mn51c5103162da41,21482,89379e,0,104,2
mn2b4c7b558a2016,259367,15748n,1,169,7
mn084d9a27b904d5,221947,13275e,0,105,2
mn57957783366b5c,60664,98657e,0,87,1
mn9b6747dce68b9e,235883,126475n,1,102,2
mn31c6ecf83cdbf8,80672,76531c,2,129,4
mn55b5cf3bddf3d3,177291,120636c,2,219,10
mn5253aa9fc740eb,340746,21363c,2,171,7
mnc7123ea46e349f,314712,2222e,0,361,15
mnd84dfbb0e6eb15,107483,56343n,1,333,14
mnec67437defa1a4,161036,12832c,2,174,7
mnd29a87c35b5360,281403,85294n,1,176,7
mnb727f1d418a1da,228475,30242e,0,869,15
mn7c219d680f67ce,59899,84764n,1,131,4
mn59ae26a575ecf9,17182,32389n,1,325,14
mncf034daf525ec9,215788,36485c,2,206,9
mn308f9087255805,197701,83369e,0,312,14
mn003341099f02e0,241490,10631c,2,378,15
mn77e17632b9d934,336467,108142c,2,84,1
mn02f5ef93c80cb6,173501,101606c,2,211,10
mnc0df59d83e7a56,57436,86010c,2,630,15
mn67826f587e5b91,330272,136065c,2,268,13
mn6642137a0f842b,189051,83920n,1,224,10
mn5231db94f464a2,46986,39761e,0,286,13
mn5da3eecc404235,141650,125817n,1,123,3
mn85cb4b86794745,140106,91027c,2,154,6
mn98c7b461e3aba5,104070,63113c,2,75,0
mnee6ac6a49f6c61,380005,98388e,0,158,6
mnabec2c61265b10,191560,110701c,2,224,10
mnfa8667c0696250,243097,58977n,1,193,8
mn3b1c4f451edf7b,218403,27814e,0,122,3
mnec81737da45532,349783,107192e,0,397,15
mnc0ee2a46e335aa,258446,70995n,1,267,13
mn71700bbfffd746,192343,17111c,2,347,15
mn39bef6abf2fb11,46632,70472e,0,173,7
mn98ffc6af810f3f,372218,108015e,0,68,0
mnc9a7e8a54d065c,118800,76060c,2,278,13
mn65dd5fd2639192,211362,117305n,1,146,5
mn0e6abea096a132,163516,33175n,1,128,4
mn1ab683defeada0,128569,92410c,2,183,8
mnac8cb8d6781050,126187,1726n,1,312,14
mn2643a2933f4dd2,39701,9759c,2,257,12
mnf6025ce2330800,71596,29046n,1,218,10
mnef6d70b46f25f4,54517,13096n,1,245,12
mn55500af0d17fb7,36455,36883c,2,215,10
mncd92ca0d78440b,285033,69553e,0,168,7
mn23e0df27bb9949,123657,77247c,2,70,0
mna2916ec5a4b61d,235318,118247c,2,77,0
mn9ae90c80582edf,221802,15075c,2,191,8
mn0ff89442b253ac,138517,62845c,2,229,11
mn4299fab2745843,264129,38423n,1,303,14
mn26e387f79a99e3,352274,27275e,0,161,6
mna3ff220206cf30,343163,97645n,1,503,15
mn8f903d560ce83d,6116,115246c,2,195,9
mnc28358285959c6,113206,132404e,0,79,1
mn9e7d14dce57169,114035,116041e,0,381,15
mn8788e2cc39f39b,35125,60506e,0,157,6
mnbbccd5673e1c0f,101269,36264n,1,286,13
mnf4acc0e6fb5e42,164067,56709n,1,124,3
mndb94f4d91d67a7,328548,19130e,0,146,5
mnaed48870969522,182763,54733e,0,69,0
mn0ae537938df028,376319,145000n,1,184,8
mn54f42e6e4466df,253497,137549n,1,70,0
mnf14ae2395cd984,376035,119230n,1,365,15
mn35df0ffe33f232,225390,58701c,2,89,1
mneedcb31b4b6946,20195,59160e,0,200,9
mn84b9ed59d7b320,126945,40302n,1,403,15
mnd03795ceb260f7,59947,41196c,2,174,7
mnd08e31dcb229af,133322,12434n,1,239,11
mnde7d85bcdff838,329303,99617e,0,254,12
mn57fed214e28da4,269504,34801n,1,137,4
mnda9d2dd7b0d8d0,160802,131450n,1,193,8
mnf925b4b9876451,336893,19149e,0,210,10
mn33ec5e8dfd6f79,224446,131223n,1,247,12
mn3f56d030d9795f,284161,36669e,0,164,6
mn9cc1e54f32135b,117694,115652c,2,138,4
mnde5883e20abc9a,219211,18746c,2,257,12
mn817b08536f494e,191197,88257n,1,279,13
mn4c46f8c3c74d5c,32306,29734c,2,262,12
mn8e39923bf94bb9,269615,14303n,1,194,8
mnde9536a12cf826,328943,133844c,2,117,3
mndd8837ce9a0af2,98477,15227c,2,188,8
mn28cc3a784b2ca1,110702,53779e,0,112,3
mn61da7045b6aa19,178205,30963e,0,78,1
mn4aff5d5a7aba23,193841,74061e,0,96,2
mn87b96aa3a38b83,87928,29058e,0,165,6
mncfbaf29c836589,347052,57547e,0,275,13
mn526a36f709d9e0,212567,101219n,1,152,5
mnd4a20640eac4ad,66523,93337n,1,95,2
mn82435d08af8a47,5905,73077n,1,256,12
mn0d686cbc0a3c84,242566,54481c,2,56,0
mn13e80c056477cb,344653,112744e,0,99,2
mna226dc38b761c3,223395,44697c,2,200,9
mn73f310aca1bfbb,336029,67905n,1,166,6
mnf7fb17cd6dfc7c,154320,9670n,1,191,8
mnaece80cf34fb1b,183420,30484n,1,69,0
mnd1de5eaa8997f7,85925,121123c,2,258,12
mn877732ce27d0a7,367750,87526e,0,82,1
mn11b4f4a2639041,342099,69508c,2,114,3
mnf705233173ce3d,70512,44845e,0,174,7
mn08557ac01d0fa8,86978,27406c,2,183,8
mnf0b9341e83a4ef,147423,40681n,1,238,11
mn5fc67615bd810d,65053,136732c,2,195,9
mn849034dff95115,150128,64589c,2,185,8
mnbb8c2fb86f6d5e,59674,102113n,1,333,14
mnb337d8db6bba29,4500,134498c,2,149,5
mn1c19ed0c49ff04,79277,100610e,0,167,7
mn4bdb63cdd2ebbf,235645,35066c,2,232,11
mn05490f13d63765,303484,101535c,2,154,6
mn81dc4ef3d14133,38938,8332e,0,104,2
mnd78a9c1188bbd8,225161,22247n,1,96,2
mn0ecbbdff9f9447,101520,104389e,0,245,12
mnd66aac75ba8b09,384339,31724e,0,216,10
mn192e826806cbd5,314932,25054c,2,65,0
mnfb7a37910dcea4,138680,33727n,1,136,4
mnb6efe75ddd6e85,223978,101861e,0,75,0
mn9165a146cd3710,221544,51556n,1,117,3
mn3b0a4b01dc2688,113660,75536c,2,243,11
mn87440236648236,225731,125441e,0,403,15
mnfffcc1cbfdf561,74024,65326c,2,304,14
mnbbed11fcdbb59c,166637,122057n,1,378,15
mn2033b841dedc83,182108,64197c,2,275,13
mna3253ca09b75a0,391368,41262n,1,213,10
mn749cfbe4b32ff6,200765,127040e,0,165,6
mnda3d81e943f115,335481,71103e,0,171,7
mn5361c7410dc768,342705,121062c,2,144,5
mnc142280c7943b2,303364,78892c,2,252,12
mn3052513747d03f,190060,58933n,1,78,1
mn15ab35fac55f95,99247,36222n,1,229,11
mn620437c6c63519,95081,39283c,2,108,2
mn05bbc8be18b5d3,387204,1638n,1,208,9
mn997026ccfd8a7f,231606,51012c,2,251,12
mnf837e280809b8b,79553,9054c,2,143,5
mn717d2e1697875d,291662,117897e,0,257,12
mn547fcb2bcd8d15,137119,48195e,0,219,10
mnd50452ed34ac8e,173690,143561e,0,371,15
mnadb4f85c92595a,363390,66600e,0,168,7
mna4c8ff19b0c356,203196,5692n,1,228,11
mn4637540f139ab8,192703,22839e,0,84,1
mn5d78a82601ceb5,3357,83636c,2,424,15
mn60e5025c5194e4,367104,146133n,1,128,4
mnd77ef4399d1a3c,105295,35317n,1,244,12
mn2cd0be06921d1b,42221,67401c,2,246,12
mn40cfe3d25bdc18,235644,53467n,1,182,8
mn535d3bbd0fb90c,91622,69114c,2,149,5
mnb43e2f8107b3f1,48070,122520n,1,289,13
mnbd326cc6e344f3,246742,89842c,2,84,1
mn3d76a5262abc65,13455,35526c,2,541,15
mnd2c783af663f6a,381592,75909n,1,144,5
mnb3ad8b03b20f82,296783,137089c,2,178,7
mndfc9e2e6ad1012,388754,3903n,1,173,7
mn2cac794f3c9da4,372802,4549c,2,219,10
mn8b212aaec68959,355150,63374e,0,177,7
mnb89daf07ec4eef,104753,83387c,2,173,7
mn251aba74478ee5,234764,116159c,2,180,7
mne13178af12133f,11514,19927c,2,153,5
mnd399a54b101156,282413,137293c,2,154,6
mna229cb624f4d6c,141463,34116c,2,113,3
mnbf14a8d308c3d0,139232,14795c,2,167,7
mn4ec71d44f7317d,222093,138101n,1,170,7
mnd086f0d8b17945,103801,13811c,2,188,8
mn1bc0fa84905524,225065,103610e,0,195,8
mn8988fbeec2291d,165070,44500e,0,66,0
mn08f935cccb5d2e,236836,128171n,1,95,1
mn617354498f0ecb,165583,74356c,2,160,6
mn17d6a502e25bd2,238704,52823e,0,128,4
mnad6f04b1fa95f1,253856,140394n,1,315,14
mn806c5ad6de9c51,99526,30666n,1,98,2
mne6d5ff3a6249d5,232144,91190e,0,328,14
mn86b450914231b9,78761,87644n,1,244,12
mn2e6929140746e9,160556,26599e,0,216,10
mn18462ee3053a02,96433,135775e,0,191,8
mnf2a5306dc01186,354961,125437e,0,176,7
mnd9608338e2094c,156366,39919n,1,324,14
mn28cc2b5a633520,116888,102874c,2,180,7
mnbe93705b2af211,380315,65042n,1,237,11
mn0cddeeda0c753e,107197,121991n,1,99,2
mn38a5d4413cd5fc,118052,39018c,2,233,11
mnb9e0d37b11e2c6,342741,31136e,0,198,9
mncf481b6bd42cb1,69132,122661c,2,162,6
mnb38179a21c0928,27614,80744c,2,210,10
mn93f8745c63aab3,251035,35613n,1,268,13
mna5de61b3e1fbfe,361662,40676c,2,231,11
mn575393be4d6672,271063,1208c,2,249,12
mn90dcefe722a961,75896,2299n,1,263,12
mn30780a646e27e6,3798,67430e,0,165,6
mn7f868d1f82e042,219992,102081n,1,235,11
mn8ce2f3ee2e877d,208808,108203n,1,171,7
mn45cc71f5bb2b75,240885,142283c,2,209,9
mn9214915cd60e29,227321,87344n,1,376,15
mnfb688de3df8c1c,101336,19100c,2,177,7
mn2a6db8ca526d69,352283,93470n,1,163,6
mn679f06df7b4913,240281,131172c,2,96,2
mn92d658119c3d63,29852,137635e,0,221,10
mnd823db30b9620b,328358,83151e,0,261,12
mn68da4bedf0b489,25571,50241n,1,176,7
mn83c51de511a784,185561,113603n,1,179,7
mn5364547ae2db93,118590,145351n,1,201,9
mn6ca16a7b24d568,326962,12692e,0,154,6
mn1eda04308f1418,276268,133942n,1,160,6
mn08afb723f5a630,231207,65504n,1,105,2
mn6c2409b9aafec4,264658,9424n,1,87,1
mn88ccd5d341886a,27386,47583n,1,346,15
mn3b47ca134726e6,235481,73618c,2,161,6
mn8acdc87fb375ad,193808,57098n,1,129,4
mn53598291807760,172024,86822c,2,207,9
mn17db26ef3ef708,275470,5419e,0,271,13
mn883d52ef07bc06,41154,138054e,0,189,8
mn3e92b45d3a4581,169024,16552c,2,172,7
mnea878ff6daa9d0,184694,52677e,0,51,0
mne430a233627acd,72473,57122e,0,160,6
mn2cdcce5267b8d6,269867,112922n,1,371,15
mnade00052ae1312,370989,7184e,0,318,14
mneaee5ec506f66b,4569,23328n,1,141,5
mn1ef5a39f2cd96b,331772,29333n,1,138,4
mn44c289798db753,204110,70216n,1,149,5
mn65289881ff5231,350152,139151n,1,344,15
mn1ac34464c56df7,64729,70582n,1,264,13
mn5c64bbc4f01703,26980,125494n,1,124,3
mnf42ed174539d19,167720,106095c,2,89,1
mnaf5a7625be7f6f,102455,103283n,1,178,7
mn9e36617b01f7e7,72800,2748c,2,159,6
mn2e9cef84c92e49,61714,63362n,1,174,7
mn67de149695dda1,92217,42739e,0,245,12
mn53256d49ed8a86,173596,125265c,2,199,9
mnbca752c5384253,201997,129395c,2,69,0
mn6190a5f08ac18e,87643,8179c,2,95,1
mn624c2787f8d982,268303,55306c,2,252,12
mn98092fa1f91d4f,292192,5697e,0,314,14
mn5120589d29b001,365727,26622n,1,244,12
mn4a2111224a06e6,281593,7007n,1,163,6
mn703f7640060926,248675,49391e,0,218,10
mn80510236ff4357,320313,56971e,0,187,8
mnba71ffc2b7ca65,292516,43254n,1,112,3
mnc45c142231842c,97661,92778c,2,234,11
mn10719075f5c9de,123851,69532e,0,68,0
mn0b0fc7ddbdc66d,8117,85792e,0,239,11
mn495e6dacdcf541,79039,52566e,0,193,8
mn17409d57537b25,209525,111492e,0,85,1
mne44145eb4fe4e1,72135,38043e,0,52,0
mn33d827a7fea04d,167794,130225c,2,286,13
mn95f92e52507f2f,105993,43603c,2,183,8
mn13eb6900adc93a,112531,23544c,2,311,14
mn9b6b8f11733c45,303312,138637c,2,182,8
mnc3f3356c3ccd57,157345,77995n,1,255,12
mn5d5f6b650c981f,278707,14347n,1,146,5
mn75576699ddea72,281486,122932e,0,251,12
mnd45c6f146263d4,173402,89512c,2,323,14
mndde0f415694310,345085,41952e,0,139,5
mn4ce55c5c639f71,21049,137435c,2,323,14
mn2e498857af7648,75983,11848n,1,144,5
mnd7009dad19c1ae,77668,56971n,1,186,8
mn8c3c2f4c5cb11a,346620,94543n,1,131,4
mn2907e56a6e4e7a,247759,35017n,1,106,2
mn8b47d87459890b,44789,36923e,0,213,10
mnfc35323f65497c,309468,137883c,2,228,11
mnb04b8bc52338a0,202290,116147e,0,156,6
mn77f402113039d3,12744,6165c,2,153,5
mnae7b55cef88b63,209022,9418c,2,222,10
mn938220bdd83b7c,2634,62530n,1,361,15
mn17b78ed2174d08,80261,101943n,1,304,14
mnf1d757f7107b6e,193999,143936n,1,175,7
mn2215cd412e9abf,274827,49798c,2,178,7
mnc3abf4220f89df,320706,16667n,1,194,8
mn3c7e97b641ba79,300630,17972e,0,265,13
mn4e2ef2d231b2e5,319927,101305e,0,195,9
mn31aca7bd605981,251110,41892c,2,95,1
mneb494684f65477,32195,127477e,0,299,14
mn63b1e3c777b714,361162,34625c,2,101,2
mn646e17c7a75d99,63053,16307e,0,88,1
mndcef33db12d8f0,264173,131156c,2,108,2
mn03a441216e37b9,281328,63590n,1,95,1
mnba33f510d7245a,320354,67350e,0,134,4
mn7aea0d3c13044a,107303,60110e,0,165,6
mnc451686b9234a5,187729,107432n,1,156,6
mn2448d81a26edc5,164019,121157n,1,161,6
mnb7096033a0827d,252474,38719c,2,199,9
mnc4cc36147cee62,363544,60718n,1,146,5
mnf5a7e4973a7a75,130558,145012c,2,170,7
mn2ae974fdc58c9e,280372,133288c,2,196,9
mna86c3956afea9b,33386,124136e,0,128,4
mn32f83e659457bc,76197,113924c,2,298,14
mn9dce64da95b210,291420,140125c,2,112,3
mn0d82911938e524,98768,114912n,1,184,8
mnb3e8490af0044f,338064,93414e,0,354,15
mne679b228d3475b,21945,9008c,2,193,8
mn6000aab34e5c07,169406,67634c,2,171,7
mnce92c3d89ba9cf,266800,55787e,0,59,0
mn070e70247b5dd3,306415,38588c,2,75,0
mn8f3cc70f4a2467,318287,49836c,2,332,14
mn6a61e46944cde0,225293,87256n,1,296,14
mnd0759bac259ae8,50993,134360n,1,231,11
mnef87dcd5239283,355232,38723c,2,89,1
mndafba649d17cec,343980,31542n,1,480,15
mnfff51bcf53635d,88882,141414e,0,203,9
mn8079ae7e5d440a,297507,143798n,1,95,2
mnfa15bc123ebbcf,111001,20622e,0,217,10
mnfb82790d814668,13427,19152c,2,206,9
mn90e34179336b8a,321278,38757e,0,182,8
mn920845f49fd4e5,318298,92899n,1,105,2
mnb507a1c6dbf4db,278807,118887e,0,220,10
mn0dc6e62fcd4256,222197,99798e,0,105,2
mn8a86fbee227f5a,295918,26954c,2,347,15
mne8076b88c577fb,48213,14738e,0,239,11
mn283584bc6e4d9c,150686,100652c,2,245,12
mnfac20a64d19819,251260,58189n,1,377,15
mn8038918a56c130,54182,11742n,1,233,11
mn78c099db8b1c4d,382714,108026c,2,111,2
mnbda0b069423641,376264,12536c,2,292,14
mn335ab9155c16f8,74247,96936n,1,105,2
mn6667818fdef254,31915,63842n,1,229,11
mn85417721983a1d,137798,63018e,0,214,10
mnb7c6ab98929808,129256,121704n,1,632,15
mna86369dc172b08,233334,56485c,2,184,8
mn39812aec2792c4,189346,19507c,2,222,10
mnef876142338669,149473,137779c,2,73,0
mn560b2c4c6d002f,147719,43134e,0,204,9
mnfdaed7284d339b,69346,100925e,0,126,4
mn9756a90823fc65,254998,66103n,1,243,11
mn47e93287a15bef,5926,76112n,1,192,8
mna8bf8c6ba167bc,224878,12433n,1,70,0
mna1a8b4b12be074,120423,58312c,2,92,1
mn3b2498754b1506,389242,58282e,0,258,12
mna507e53f4a07b9,54579,125948n,1,372,15
mnb66060e0d5b8d0,194402,24596c,2,251,12
mn62284cff827547,112521,46978n,1,301,14
mn20798ac6054f54,103282,99621n,1,152,5
mnc51eb58b1ec04c,68676,75217n,1,144,5
mne8d18930ff9c8f,381064,133110e,0,85,1
mn4faa34f0fa4804,26124,45867c,2,58,0
mn670105647c469a,300190,40177n,1,190,8
mn194dd4e7a5eac4,160319,44052e,0,210,9
mn9922e1657cfb46,115469,65780n,1,348,15
mne6dba273905f85,195298,142013e,0,148,5
mn34c8a8195b88c7,352279,135085e,0,119,3
mn06246b035df7e1,65767,17649c,2,394,15
mnfb6b0182d447c5,154736,24486c,2,210,10
mn4de8a3da1076fa,44419,129935c,2,220,10
mnba05338553ccd9,213438,37534n,1,363,15
mnd24c2b9f7d5df8,36931,45715e,0,91,1
mn5753e519e61a83,21712,144326n,1,175,7
mn06d95f05797ff0,81346,31769n,1,92,1
mn3e9260234ae40e,144283,47249e,0,149,5
mnc71377a7cbb5b5,196041,78596c,2,85,1
mn901b902093e997,376838,3232n,1,283,13
mn652f6c1460ba35,76891,2615c,2,419,15
mn06c77bb9f0c2da,49325,2642n,1,184,8
mn90bac35bea3804,145062,78125c,2,205,9
mncdfe25de3b424f,3507,21170c,2,77,1
mn1d989359c9b3ba,150660,26870c,2,180,7
mn1337ab1d179ff9,376078,47598c,2,99,2
mn801531c87d3989,373134,33880n,1,210,10
mnef090a5c4922fc,29735,35214c,2,66,0
mn88a75c08bd3a33,310323,139211c,2,163,6
mn0b7228e50b8a20,99539,32841e,0,67,0
mn1de298f3d62af4,376623,22227c,2,190,8
mnf641b3bbc3e709,213071,70844n,1,55,0
mn25dc4501c4cb1d,293413,26829n,1,93,1
mncc9ce97336de8b,129750,49058c,2,156,6
mnbedcbb2473dbd7,196365,93258n,1,167,7
mn329a5b7f299838,67209,83066c,2,58,0
mn33bd4771f0f0a3,333255,99784n,1,194,8
mn2be23cf4f7a967,19176,64480c,2,313,14
mn3e4e8aff8f6f19,223007,48426e,0,283,13
mn89fc4599e90639,224174,82563n,1,229,11
mn70dcaa3d04a478,301617,13630c,2,200,9
mn4a937e42d98a8d,76619,114927e,0,116,3
mnd924f20e89eed0,58556,63915c,2,176,7
mn6e5eda7004e603,103965,79695n,1,206,9
mnd6b1f50924fb09,391126,7582n,1,67,0
mnee1c9331a45f12,166050,13023n,1,129,4
mn2bcc32ad96a5ee,279936,100807c,2,74,0
mn42acfdbf2a1acd,45854,6827e,0,153,5
mn780dfc596083b1,150997,7557n,1,141,5
mn44ec3ab9fcbc2f,235703,1442n,1,278,13
mnca8c29a764ba8c,149729,92647n,1,266,13
mn8d9d5e6316e0d9,127573,77621c,2,158,6
mn3f0dac6634c65e,56413,1611c,2,152,5
mna3b04bd42a3d8e,116243,109975e,0,120,3
mn294b23adf15db9,301181,103066n,1,171,7
mn95b8a837ded0b5,174050,102071c,2,205,9
mnc0f1c3681040ef,366127,137674c,2,139,5
mn5e927f6a0bf9b1,367868,116068n,1,122,3
mne30e34ff4dc6b7,164120,60922c,2,168,7
mn6cdbaf2db9ddda,75045,133513e,0,233,11
mn2ebf39fbf456b5,48034,38383c,2,227,11
mnb2448673d1aaf3,338010,97812c,2,94,1
mn2693b6f230dce4,378118,26266n,1,199,9
mn821d1eec3a31f3,47773,116311c,2,273,13
mn972e0ac846e9e0,335042,112652e,0,264,13
mn29e392460755c8,281225,126762n,1,74,0
mn80030f60c3e6ae,329789,2768n,1,94,1
mnabf62c3e7bd1c7,305729,56800n,1,183,8
mnbdb957fe7c6328,15990,21238c,2,65,0
mne95ffdcf91aed6,103962,38814n,1,242,11
mn37480001cc97e0,336568,79072c,2,104,2
mn3ac7671bab6c22,373710,33107e,0,346,15
mne0be1fdabdb651,328769,65930c,2,238,11
mnee142adbc47f1e,313019,84577c,2,241,11
mn68fcaa05067197,7043,130333e,0,350,15
mndebbd8e144dd80,1889,130608c,2,262,12
mn8d1b70656a5fef,150773,43941c,2,159,6
mn0f47891eafea7a,182486,39970e,0,259,12
mn3ea3eacfc49a04,353623,71238e,0,196,9
mn70c2741e124f89,14019,131719c,2,289,13
mn5244f81103db66,249944,110377e,0,69,0
mn7c7f881922ec03,124277,135193c,2,107,2
mn28d7c6e9cf383e,253284,94193c,2,162,6
mnb1e7e8ef1fd10f,241624,50837n,1,247,12
mn55f246ea02e53a,45333,137104n,1,90,1
mnfaa50881d3c701,365952,57527n,1,111,3
mne4504e07a2f154,384659,34543e,0,246,12
mn5c4b30a2198703,386673,143952e,0,61,0
mn62f0e080549c10,63424,92464c,2,172,7
mn62f26ed4f64fe5,367327,52455e,0,191,8
mn023f9e4a13d679,307757,72865e,0,281,13
mn90eaee1311c83d,332377,58892c,2,117,3
mn8605ff4bef97f6,243305,18682e,0,103,2
mn361648d8bc9751,16067,40971e,0,205,9
mnebdd74479e7efd,40001,74455e,0,123,3
mnde6714ba97c91f,336336,128060c,2,162,6
mn45bef7af718463,9329,132989e,0,133,4
mn67038bea0c4759,280453,62210e,0,251,12
mn651bd600e6271d,130763,59523c,2,344,15
mnacc7cbfa72a14d,273014,46484n,1,314,14
mn830174629ed845,79869,13868c,2,72,0
mn0554c775deaa2a,163256,137421c,2,210,9
mnf2e2a9f322de50,195564,108664n,1,247,12
mn98a304f4e38b29,248342,141067e,0,109,2
mne37b28d01964b5,274713,142478c,2,153,5
mn30d69a04bb5ada,321642,112855n,1,186,8
mn0ad427a537c464,356830,89595c,2,291,13
mnf0de6c547e3797,180272,68101c,2,514,15
mn3f9627cf355aa4,299311,140861n,1,123,3
mnc55aba2f135c73,381593,68137c,2,56,0
mn9134715b8befd6,362918,144285n,1,216,10
mn48ecd1750f4a59,154567,55114e,0,389,15
mnaa6193395a66a7,98275,33712n,1,150,5
mna4c317a8cf1d68,284561,139563n,1,148,5
mn883653005bc5da,219153,89252n,1,112,3
mn26731f53685f04,115496,139258n,1,41,0
mnff1c20c697d12f,383523,122657c,2,184,8
mn4ba0ce3e71fb18,227277,124014n,1,119,3
mnbe1bea76d597d8,275935,77668c,2,141,5
mn1f7d6ca8631691,389417,47363e,0,184,8
mnc6f6e226f6322d,352991,116835n,1,140,5
mnd7384f986424cc,11748,131104e,0,180,8
mncac09d16f61d05,366521,83195n,1,188,8
mn62b4a7cad1f973,157851,47146e,0,230,11
mn9e2abdea006654,127919,84560c,2,193,8
mn0b598abb693710,140915,139832e,0,239,11
mn1e7a68e15441ad,206486,46434c,2,210,9
mn3add3c91608380,277945,133695c,2,166,6
mnb5b1e59557b9f2,46501,132636e,0,182,8
