doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum
age085bf1780527f,97721,,0,263,11
ag2b44a65047d7ca,15353,,2,289,13
age995a11d953d82,43455,,2,234,8
ag15dc10b4c1887f,80481,,1,221,6
agc000e242510ee1,14354,,2,140,0
agbb6be932187eae,87718,,1,306,14
agd3c7e64f8d80d4,30181,,1,212,5
age4245b186946d8,80044,,1,194,3
ag48a4a4f0f91194,68181,,2,226,7
agfce118ab7d7699,100853,,1,216,6
age08ca09978c4f1,45411,,2,382,15
agcb39ac872a069c,25482,,0,174,2
agc10513a1ebaaf0,53143,,3,240,9
ag6dcbe910ffb63a,51679,,3,259,11
ag84382264935d93,73445,,3,277,13
ag5f699f3dff662a,13170,,0,261,11
age46786dc6acc85,71307,,3,274,12
agbd863ef3b6b4be,4202,,3,262,11
agcec9770113af2f,79530,,3,249,10
ag90dad307ca05b5,57461,,0,220,6
ag320ccd2ca0b068,28203,,1,214,5
agf5a051cdec9b45,73769,,2,193,3
agf8aa4c04bb6dfc,53558,,2,204,4
aga4ce79e61e0baa,65877,,2,230,7
aga732add437be77,20237,,0,171,1
ag738b88de8582f1,42017,,1,197,4
agb0c23353fcd799,99551,,1,180,2
agb016b19e82862d,58355,,2,192,3
ag89a4d6a4d122df,27470,,0,259,11
ag96dd1764e785c9,111674,,3,236,8
aga6f39628384b85,40694,,2,245,9
aga17633450d5291,5976,,0,284,13
ag7365ec552dd4a2,19850,,0,308,14
ag636dbbbe6603c3,43890,,3,257,11
agc720a93a462b14,6717,,1,237,8
aga9341ef08b1766,77261,,0,284,13
agf6f435aa051521,98226,,2,249,10
agb6bb86c745b208,91526,,3,169,1
ag444f67e7bc24c7,26949,,3,249,10
age6e5b465468d4c,88341,,3,242,9
ag1a0631e630a1e2,79685,,2,176,2
ag69970a39b647e4,32542,,3,207,5
ag6aaf7399fbe8be,49500,,0,299,14
ag8a5bdfc6bea8f5,24545,,0,257,11
ag7329c5db838d9a,68576,,0,220,6
agd309d929492c74,53306,,2,226,7
ag010ab758868908,3223,,1,158,1
ag81f7a783742096,105024,,3,224,7
agd3bf764cd394ad,17766,,1,230,7
age3d677b6da2934,55594,,1,139,0
ag129aeddc51744b,31622,,0,236,8
ag5697cc870e1443,90578,,1,252,10
ag6ce24b8d96d5e7,17851,,3,215,6
agc1940dc12a6d6e,75399,,2,189,3
agafa366064f26f1,112942,,1,239,9
ag0d138c166409f9,60691,,0,176,2
agd3a89ba3886a89,43178,,2,553,15
ag47dd15e085b863,114036,,3,185,2
ag4b42927a655c61,100507,,3,191,3
ag32db341ee70c33,93807,,2,214,5
agb0d313902edf30,48880,,1,206,5
ag9881b1f4dec5b7,18674,,2,172,1
agf872fa44034a57,17667,,1,235,8
ag1b755e4ffe9e2b,26639,,0,254,10
ag090279f9b795fb,62676,,1,366,15
agdee41138aee463,80333,,0,262,11
ag1a464c78c90f7c,18767,,2,227,7
aga71fff14615623,113310,,1,231,8
ag29b031818c49b7,15919,,2,258,11
ag7a2837c9da8c3b,81710,,1,188,3
ag1a240ba5c8b91b,46512,,1,269,12
agc8c069f0d543ff,99261,,2,248,10
ag6652dde7ee2093,41701,,3,269,12
agd77ac937794d03,46135,,1,174,2
ag3ba146781a39b7,72598,,2,209,5
agd8920bc91ab61f,100778,,2,251,10
ag53be091be50bb9,97802,,1,288,13
ag8d5b4e6d061e36,5849,,1,253,10
ag2f8478b123a911,71956,,3,371,15
age10d1116b357e5,114613,,0,272,12
ag84f1d985689aed,90773,,2,243,9
ag7e6c8946ce1e06,8537,,1,260,11
agc55e55e94ac04b,27088,,2,245,9
agb9430d4bf8bebc,49610,,2,252,10
agc3e096772fad4b,92181,,1,195,3
ag7a23a7e3cfd0f8,26064,,0,213,5
agb0dac24a18e251,94673,,2,179,2
ag66ecec97fdda36,16346,,3,192,3
ag4352a2a1f9f281,719,,0,146,0
ag8e7bf3cf27700c,79995,,3,247,10
agf8f98ead4c9dd8,16089,,1,147,0
ag1fae5277ef1072,9349,,2,357,15
agc8fde5fd40007b,24144,,3,316,14
ag899099fc0cdb2b,83221,,0,304,14
ag9c79aa39074f02,50110,,3,206,5
ag0b111f5e60ff97,69109,,1,173,1
agb00777e2303a2c,10139,,2,206,5
agd8bc65d4c64eb8,78229,,0,197,4
ag392b41f974ef0a,118304,,3,226,7
ag0f1b70d18717c3,27261,,3,166,1
ag41b828ee72201a,33268,,3,197,4
ag543fecc1d4ce51,33110,,3,218,6
ag93e1431e69db78,95013,,1,240,9
agd55f09273ebbd5,44731,,2,412,15
ag8d80969f5d6bc3,6581,,1,211,5
ag7a68c71fc8caad,115786,,2,249,10
ag34067fba3ce6ee,116525,,0,231,7
agfeca84f88841c6,2588,,2,287,13
ag952eec05f6ee1b,81333,,3,176,2
ag9277f3561c2f62,46898,,3,216,6
ag83bc2e9539f834,11295,,0,267,12
ag71e4ce92f7d31b,78961,,0,245,9
ag3e0f981cabd8ca,27436,,1,243,9
agb004c4bb548edf,8417,,3,207,5
agad20b03b6a1165,18082,,2,255,10
ag2ae8be433a746b,72216,,2,216,6
ag99f62c098f6ab4,9398,,3,212,5
ag90f0a98c402898,103656,,2,199,4
agec4b4cff4dfdae,6068,,1,224,7
ag95537f703d64d2,55660,,1,301,14
ag02c82c3f3eaf47,31704,,2,282,13
agcbe5079445ad66,79929,,0,267,12
ag054183c3743b4d,72979,,2,169,1
ag3ab1327238593b,18087,,3,168,1
ag4a1795ac7aac04,30112,,2,217,6
ag3d93118b450840,54262,,1,206,4
ag80a6946fe8b530,40378,,3,246,9
ag389e96132797ed,57332,,2,238,8
ag2c60aa9c4d2f17,81604,,2,219,6
ag2356ca19ce6509,29159,,2,338,15
agc9422f6c93a405,99901,,1,179,2
ag2b656fb190bda6,56241,,1,193,3
agf1176a033f0010,38178,,2,234,8
agd73414104bbdcf,83401,,1,185,2
ag8b235673fa4b91,53293,,3,232,8
ag10810d658f0bd3,63053,,0,213,5
agb2590184d72db9,73902,,2,324,15
agb77de409b0c057,58949,,1,261,11
ag7f9963e5c0b351,111869,,1,188,3
ag150f083e1d6f9a,103856,,1,128,0
agab73da10f3688f,22391,,2,218,6
ag20228259345eed,116037,,1,233,8
ag148d456f3665bc,6395,,2,382,15
agb198b5539e48b3,78381,,0,247,10
agc5a40bcc653162,97082,,2,297,14
ag0daaaab7d49c44,47098,,3,143,0
age5db7055bd80d7,84935,,1,242,9
ag655d7b588a1f61,2255,,0,169,1
ag92e2919e6931fb,119402,,3,240,9
agcc99df03425e53,62069,,0,217,6
ag2d76cc8ebfa804,86376,,1,295,14
age9ad614eb810de,85937,,2,256,11
ag55d768dfe165a1,22309,,1,196,3
ag0ae5ea234c545a,85670,,0,227,7
ag07aa12ce6cc78a,28733,,3,274,12
age4686c391967f3,106135,,2,204,4
ag005c4d5876e8c7,70850,,2,497,15
ag5548735be5e9a9,33123,,2,234,8
ag15aa9164530d6e,107193,,0,182,2
agb8394b072a0a0a,17279,,3,271,12
agc02432a905f522,8610,,0,207,5
ag92c85534d6ce32,31246,,3,139,0
ag0f2e75a1050b0b,15933,,3,219,6
agd717652a7ebdde,84126,,1,191,3
ag648e35670b699c,7871,,3,406,15
ag38122868861425,86297,,2,275,12
ag6cd48c21fdda44,40954,,0,176,2
aga239ca790b745e,20095,,0,254,10
ag58c9942a9f7437,66659,,2,249,10
ag43e29d1768eea1,14780,,1,241,9
ag89d28a5f5a0007,61570,,0,147,0
ag12a398f3c7b093,13842,,0,237,8
ag0738c4a3ea154e,119067,,0,263,11
ag0bfd7588a7ec9e,115102,,1,228,7
ag82180032c20c6c,33079,,3,322,14
ag0692afa3652146,18407,,0,386,15
ag8e491d88b22ff2,94829,,2,266,12
ag5c12db1969e364,9305,,2,121,0
ag92079a3343a380,100326,,2,173,2
ag97aa60dbf70c9a,6018,,0,444,15
ag423a57d9c4e830,17827,,2,321,14
age6fddaccbcc540,18183,,1,247,10
ag77447d7a69363b,85532,,2,180,2
ag1d8e62a439f48d,44569,,2,282,13
ag1da0efd4d54fdd,42769,,3,217,6
ag2cc93c988a8db7,1783,,0,252,10
agbcd9845b7e14a7,3094,,0,272,12
ag35d233a0db616d,29627,,3,131,0
ag0703765886e097,16366,,2,262,11
ag9b6d1ea0688f37,17896,,3,233,8
age81a9ccebec423,105164,,1,271,12
ag4d221f349da676,81408,,0,246,9
ag6267eaf361bdb1,23583,,1,234,8
ag5ddac8f87e31de,77140,,3,301,14
ag314399b762a13b,20242,,2,202,4
ag0220d0012e7b06,9891,,3,391,15
ag829a9abc16e42b,5394,,1,168,1
ag174c84046d9c57,38214,,0,261,11
ag468dc952c39b96,74303,,2,142,0
ag707f358c5d9fd4,61772,,0,280,13
ag6547303ab2420e,102639,,1,242,9
agd0b7f1efc3cd89,51735,,2,268,12
age71238d2dc85ea,83738,,1,270,12
agfb555501f34927,82042,,1,168,1
ag1e84636f51b843,74874,,2,192,3
ag11795360621bae,73508,,1,206,4
ag8ad843b3a3da41,1032,,0,206,5
ag08cff547b7ac86,2514,,0,136,0
ag10163fcea14f91,48248,,0,274,12
agba9e71941b1d8d,47820,,0,207,5
agd7f6c77a9e1951,2978,,3,170,1
agacc9016f463217,40293,,0,402,15
agb818ca9e5ddab7,18612,,0,235,8
agdaac2b433bee50,346,,3,156,1
ag6dec793b578502,45607,,2,280,13
ag06d60805cf52c3,10027,,0,228,7
ag631c8d844a46ab,55662,,1,202,4
ag121cc32b4bd24c,25584,,2,246,9
ag5507ab6cfc7bb1,39552,,3,184,2
ag5828cc4e17b169,57381,,3,265,11
agb464c0b8ed22d8,86199,,2,243,9
ag262b21185d0423,18411,,2,234,8
ag52f99421e4ec37,45443,,3,117,0
ag179ce091afb11e,34428,,1,270,12
agcc3e73614cd976,42463,,2,223,7
ag2a103b1ad22af6,51008,,1,257,11
aged3ce69382f8d9,102890,,1,274,12
ag6a009eca885ff3,58088,,3,273,12
agbd5a377bf6202c,20507,,2,166,1
ag4032e4e2973491,86565,,1,276,12
ag7bb7adaab7937c,107457,,0,263,11
ag6d6da0ec910353,66212,,3,248,10
ag7459bb4179305c,75914,,2,254,10
ag6fef7fd7a1433f,55470,,0,267,12
agdd9fd82e359e8a,104580,,2,192,3
ag5e638b59060e32,67643,,1,199,4
ag6fb9429a800b51,55404,,1,277,13
ag5b739d4a74fcd5,100470,,0,134,0
agfaac5e38cb4fd4,70970,,3,323,15
agf066e12808407b,3383,,3,216,6
age906a1e55a21af,84419,,1,212,5
ag3161864a33ac19,93419,,1,157,1
ag089f332fbebb12,27192,,0,274,12
ag1076f014b82e3e,111497,,2,145,0
ag2432be5415059b,115295,,1,233,8
ag058d1d8b932654,51665,,0,209,5
agb1c4000b36ba5f,37295,,3,269,12
ag0f46cf781a00f3,13126,,3,274,12
ag6c668c55cf3bfa,105759,,1,221,6
ag5587cbbc42123a,51554,,3,125,0
age15e4b6fa9a96d,32716,,3,514,15
ag71b111cb1c441e,68031,,0,298,14
ag060b500a55bb66,44368,,1,209,5
agef640cc1f2b5d4,12778,,2,193,3
ag4984d86dbcc161,94564,,2,269,12
ag9c3d67f25a104a,107345,,1,197,4
ag68ca27c7f0c010,73223,,2,244,9
agee65ef44bde600,50328,,2,190,3
ag2f8c38c987e989,112754,,1,278,13
ag6386f706c2f07b,106713,,0,218,6
ag5b007e89bafce0,46225,,3,272,12
aga20566baef8a10,45479,,2,224,7
ag4b0d210a2c2910,53799,,3,157,1
agab1d40395d50d3,44276,,3,219,6
aga46a6df0739b5d,118475,,0,304,14
agf5649f9cfa3a97,40036,,0,205,4
ag269b5434232918,112329,,3,191,3
agbcb029d0e6a2ed,91658,,3,271,12
agaddf95cf592c88,34988,,1,241,9
ag208b6a3df2a2bd,66298,,1,223,6
ag3458e658da360c,15570,,2,247,10
agf5cc75b64468e8,93856,,3,260,11
agf1558104173d13,56304,,3,267,12
ag9a314f56b8adf1,118148,,0,247,10
ag4b092ccc191a07,33635,,2,245,9
ag957475670f49d6,93181,,0,297,14
agf7234af5cac930,1755,,1,153,1
ag76234f2b6182e5,47156,,0,189,3
ag8ae72447fbdf02,103326,,2,174,2
ag8c695ad63fb1e4,65300,,1,200,4
ag492ce6195e985d,52515,,1,157,1
ag304035282cbc94,85214,,3,290,13
ag12d8e7755922c0,110766,,2,271,12
ag70e0b6e75614c6,109965,,0,214,5
ag06f6323e5e2250,5753,,0,274,12
ag4f8e64574004cd,119115,,3,287,13
agb24c30031fd3d9,51997,,1,226,7
agb51924db014aea,52707,,1,217,6
ag7b56baf724ac48,59273,,3,268,12
ag4ff79d90ef287d,95321,,2,264,11
ag64f9d055b521de,114945,,3,167,1
age0e616fcf39ef3,82302,,3,122,0
ag1637e13f2c211f,27635,,3,389,15
ag987578e29989ab,58643,,2,243,9
ag33e97a48257a28,34696,,3,195,3
agfc0475034413c2,109170,,2,192,3
ag4b435b1ded0b83,103733,,0,219,6
age3fd2372e76708,64966,,2,195,3
ag0cb266eb4123db,72258,,2,233,8
ag852e1345b6e170,57198,,3,217,6
age5bdc3b7007a6e,98043,,0,248,10
ag276b5ceda4e311,27907,,0,149,1
ag5b5af642441b8c,42248,,2,245,9
ag8ae727b0d88e54,87218,,0,291,14
ag5ffb992d530509,101866,,2,171,1
ag7c8a19fcd728dd,31631,,0,251,10
ag6bf9559e110248,39794,,0,179,2
ag3f1764c8ba74b4,110434,,1,208,5
ag3ef14cb3b70c51,18803,,2,110,0
agb1da29211e0030,14209,,0,214,5
ag1499c74ae945be,96793,,3,134,0
ag709263dcda70e1,1679,,1,170,1
ag04846c42f61d4c,30372,,0,227,7
ag99fa4a4a7471ce,102580,,0,363,15
ag0ed46c110fdac6,70784,,2,237,8
agd5bb5e4d9ae392,6760,,0,201,4
ag0e7ddd43b89387,8945,,0,273,12
ag824283b48cc89a,99108,,0,116,0
ag5b6ea9f661b721,77574,,1,193,3
ag1dfeea401a6862,90458,,0,178,2
agc32eb7407882a6,61303,,1,160,1
ag14c29871e3833c,36173,,0,220,6
ag2aaa01bb7c793f,87768,,0,195,3
aga72de26f6bb78e,56727,,3,158,1
ag5561e808e8ff88,86068,,0,168,1
aga13d2a7185cb51,105201,,1,206,5
ag1cb9acee2af222,79982,,3,237,8
ag8876804ee88fa2,117361,,0,233,8
ag85d862bdb794e1,31172,,2,270,12
agd51e7cdfef8a64,82502,,2,227,7
ag1ce368e5f68efa,29590,,3,262,11
ag9eaec52e176b0e,95030,,1,203,4
ag95ec9ccacfc63a,116507,,1,209,5
ag20d4a6de7b3ead,61648,,3,139,0
ag5613bbd8765500,52417,,3,148,0
ag24ce48bbe8712b,56716,,2,172,1
agd1dbb9c144e12d,91857,,1,210,5
ag3d596489737584,82375,,2,213,5
agd6204e090cf072,57808,,1,263,11
agb3e2e028aaa36f,90136,,1,199,4
ag1f168314ca5ff4,85383,,3,254,10
ag3598af53800894,87004,,0,302,14
age4e0cb760af3b4,61963,,3,267,12
ag4c5492a4dbfd60,7454,,3,225,7
ag8d0a6b1dab3919,3060,,3,341,15
ag973f00e89ece8d,13166,,3,284,13
ag5f078ce35c4230,4121,,3,118,0
ag5aaaf6588f447c,25308,,1,228,7
ag18d504c109042e,94741,,2,195,3
ag2b5571e7ed7995,114717,,1,287,13
ag446c6ac34ff3d8,63158,,0,211,5
agb1f34a9ee8948a,35193,,1,248,10
agb10271f97e6a6b,61513,,0,215,6
ag8355cb028d6938,18342,,1,210,5
agd9465b038a8031,60416,,1,218,6
agaf3e9f986dabf7,15606,,0,272,12
ag7e74584a37a351,109127,,0,219,6
aga29b879e5701b6,104949,,2,261,11
agab3861af9edb61,75596,,2,283,13
ag5ea55ad2a0d8d9,22348,,0,442,15
agb810fef5d351aa,83670,,1,190,3
aga426b3c82257c7,31806,,0,129,0
agdc70307477fa46,1750,,3,255,10
ag39cc88067e1cc0,56365,,1,197,4
agc3485e842fd659,92296,,0,134,0
agc3a370ebea8fbc,37342,,0,278,13
ag4345c813e0584b,98197,,2,185,2
agbceaa0b0a6e172,26585,,1,180,2
agf4f6c55b3bf395,97848,,3,193,3
ag7912e0913f31b3,54270,,3,193,3
ag50712888fe8f54,89226,,3,212,5
agedce2aadb8153e,109626,,3,291,14
age94ec9409ba01e,39249,,1,190,3
aga055537ef1800c,98218,,1,210,5
ag84760aa2c8063b,97697,,0,286,13
ag55653a04b49cff,52630,,0,548,15
agcca34a8618199a,31217,,0,306,14
aga48827f25b7ddd,140,,3,303,14
ag5672269dbb9820,22617,,3,200,4
agd96625943e64b6,12961,,3,162,1
ag797789db924833,58686,,3,333,15
ag0926925431a027,98468,,0,181,2
ag21c5c9f41547f8,64944,,2,534,15
ag1fbb325a3a8d91,34524,,3,231,7
ag1a83dbee3eca08,26898,,3,251,10
ag64dbe1bd632fb3,22338,,2,160,1
agc9221ca69c35b8,61024,,1,202,4
ag308b44939d0716,74587,,2,191,3
ag9e1ff60333119f,47844,,1,225,7
ag5a032334c407c3,85528,,2,171,1
ag43f92841681911,79018,,3,174,2
ag36088ff3c19af6,40928,,3,106,0
agf51f794b3e0c8e,15290,,0,195,3
ag69ddfe38e9afd0,107021,,2,289,13
ag6986802efdde93,29856,,1,249,10
age88a868b194002,57070,,0,276,13
aga45a18d944d98a,95494,,0,255,10
ag5e30d030927cff,89125,,2,115,0
agc52c658bb9d9d7,109058,,0,225,7
ag500bc22b6b0249,8677,,0,132,0
ag4166aa484d670b,70343,,0,227,7
ag2acc1d71010b13,15540,,0,194,3
agc92f71e8525ed9,9034,,2,238,8
ag156cab6e382917,50770,,3,213,5
ag3a9602135b7d13,6341,,1,172,1
ag1c6195d6e91254,90218,,1,206,4
agbc04b77274bb9e,39306,,1,224,7
ag6fe76618eeb0e6,70991,,0,275,12
ag8d381eb552d671,91736,,1,204,4
ag047224be3278c3,85130,,2,219,6
ag4f23e4a604c614,83836,,0,142,0
agc103832b1ed34f,53494,,3,256,11
age95f7a65b19a5e,109505,,0,276,13
agb8f80669d989df,117164,,3,195,3
ag55cb16630605b8,44905,,0,232,8
ag4726c257565a73,39200,,2,236,8
ag469b3277c13643,81590,,2,264,11
agf5769c18f3e193,107299,,1,275,12
ag0ca1cc4fe58715,4711,,0,271,12
ag8f6b65fd76e67f,99599,,2,223,6
ag4e10451fd27bc2,17175,,2,375,15
agcd25df5821a4a1,57152,,2,107,0
aga3437cfef5194d,50341,,3,459,15
ag72f72aacdfec15,100192,,1,188,3
ag733816d2e5dd71,94945,,3,243,9
aga7ef22187d3d50,110598,,1,230,7
ag9f16ab3a0f57e6,60625,,2,195,3
ag4bef484fa0aa97,72735,,1,249,10
age5baccc08868f7,53596,,1,299,14
agc0508dc89e6ac0,60890,,0,167,1
ag17e25ec2fb05f4,15191,,1,258,11
ag68b6bfd1cbc364,95694,,2,228,7
ag95c45eeb004c91,18573,,0,246,9
ag16b1c7108b190b,17396,,3,218,6
ag3e590337515055,62244,,0,252,10
agd0d2203ce1b66e,85609,,2,201,4
ag5edfba2b4e4ab4,103032,,3,286,13
agb255da0b3472cd,1615,,3,175,2
ag80d16411c3749f,97694,,0,427,15
ag8e58412e719cee,43814,,1,238,8
agbb0be4cf55befa,62478,,1,239,9
ag9e13451f1b4697,30337,,0,462,15
ag23d561fe5ad140,57134,,2,242,9
agf1e41a94dd5a89,103884,,3,147,0
ag281b00439148e4,39918,,0,190,3
agc8e8cd02005aa3,63630,,2,264,11
agfb6bd9b6768fe6,67518,,1,231,8
ag278780858ddbd8,38356,,2,196,3
agc743acc3fc7c81,62272,,0,242,9
ag0b831e19357855,87407,,2,231,7
ag057dbf92fe13e0,84256,,0,232,8
ag583c3dd74f7619,15639,,2,265,11
ag9e710d8de255af,63453,,3,196,3
agb78ba247f63af0,18281,,0,222,6
ag411c7dfb605de8,10770,,2,110,0
age2d8822de78735,92191,,0,292,14
ag976f14c46ba1b4,33127,,1,190,3
ag2c489222fee115,78245,,1,214,5
agd8248c46faedef,96498,,0,182,2
agff9149816e36f2,29940,,3,291,14
ag7a27c60db0d2c1,72497,,3,396,15
agbe8508660815df,67566,,0,277,13
ag8cf77b8f436aff,44601,,0,275,12
ag5f410c9ed08c14,7057,,1,273,12
ag639bf5cec5dd89,82091,,3,415,15
age6b740dd6e2ecb,101752,,0,248,10
agf3bb72755c2d81,60490,,3,246,10
ag606587681f708d,112607,,2,276,13
agd4a09ae2d8eae3,84697,,3,349,15
ag14c2748e24d76e,7451,,2,231,7
agc60042c9bae9c5,115948,,3,296,14
ag2b39426dce01a7,61929,,0,301,14
ag704e43661c628a,52473,,2,194,3
agf62b8e51f7f3d1,50186,,2,253,10
ag4e27c6082e8d7e,106770,,0,289,13
agf885aadf15ff8c,66732,,3,254,10
ag6484579240c4af,71286,,3,185,2
ag1bdd15b24e8550,102434,,0,263,11
ag10c949f5c656ea,15519,,3,256,11
ag9e5cb08f766b4b,10008,,2,210,5
ag227588813a02d7,73235,,2,212,5
agcc0f79b74a4831,61633,,2,225,7
agc02e9b11b6295e,68245,,1,208,5
ag40eb8aa7f311ba,105591,,1,171,1
ag237ff818d82cc1,95436,,1,275,12
aga6600d0cadfd7f,101152,,3,151,1
ag44e5a1ce86204e,2847,,3,277,13
aga5cc6fab363385,14021,,1,241,9
ag4d19d74c23c885,54913,,2,255,10
ag6d9c73047a9e83,8937,,2,395,15
ag496afad938dcd1,24310,,2,185,2
ag76cd4639dda1ac,44834,,1,213,5
ag412ca6741fedd6,115460,,0,242,9
ag58053c72d4d6f1,83793,,1,194,3
ag506a4610737695,98133,,1,218,6
agd4fb091b6d1f3e,38550,,2,233,8
ag5905615383e46a,56787,,1,192,3
agfd0f13ad9e26fe,105697,,2,309,14
agf1a6bc1912dd21,118683,,1,266,12
ag0225154474b226,36949,,2,225,7
ag6dca2584311671,83860,,0,249,10
agabacaacee85e81,14614,,2,244,9
ag632801d811b8a0,73886,,1,202,4
ag0b7aa2b51dcf6a,2542,,3,167,1
ag05238b10630501,51265,,0,242,9
ag493435e0d2ba90,112841,,0,128,0
ag1cab7e6da2d4e5,9050,,3,221,6
aged7425ce7c901f,80394,,1,231,8
aga0fccadef1ba7e,82657,,2,127,0
ag75366c6ee9f399,28011,,2,231,8
agbe3c8bad47be23,50867,,3,191,3
ag1136301c3fb197,80194,,3,190,3
ag284d5a0992d203,15759,,3,238,8
agab20b88a78db4a,71010,,0,207,5
ag8fa41ea896ce8e,102520,,1,155,1
ag64f6eea9017174,23755,,2,234,8
agd0693570a6e0d0,93129,,2,255,10
ag1ff73fcffb99a4,66049,,2,111,0
ag82553c04db10c3,124,,3,249,10
ag95975d0c44fae0,526,,0,432,15
ag650ca45fc00d66,109706,,2,255,10
ag96d7c55f9e6f0a,115576,,3,169,1
ag09c081e04b5d72,97593,,0,282,13
ag3ac44e95ef7b87,21263,,3,198,4
ag59f52d802f3c62,14401,,2,388,15
agdd740ffdcf7ba9,42667,,2,277,13
agdefe8cdfb8c3ea,33388,,3,302,14
ag5c85e7ea6f5d1b,104591,,0,265,11
ag4117383f71ada6,89603,,2,236,8
ag389b5275fd11a8,96104,,0,128,0
ag4c44c3c5bfb9e4,111150,,2,253,10
ag46fec279f930f9,27074,,3,288,13
agaa4ce20f0aedac,78405,,3,236,8
agd8d2c70262996b,1667,,2,147,0
agcf94eb6b243f1f,624,,0,127,0
ag95d381215b2196,78927,,0,290,13
ag4095f203a4bd2e,26858,,0,123,0
ag626949764e153b,68229,,1,212,5
age77f728b7ed7bc,100295,,0,244,9
ag55fcfc9cd912a6,23140,,3,192,3
ag2a851e43c696e0,85829,,1,202,4
agf770b5c39d7f02,47793,,0,179,2
ag49d2ff026a2791,39331,,1,201,4
agde05ccb248b85e,108410,,2,164,1
ag00944ee11a08a7,105273,,1,295,14
aga94f3106d00762,108023,,2,224,7
ag76955c815c6a5a,90364,,0,209,5
agc2f24da71c1d42,19985,,3,283,13
agb307c099fea3ec,84862,,1,182,2
ag8afe17a1176434,85951,,3,191,3
agf28ac03bb39cc4,50371,,1,198,4
agac28cfbd7560ee,84621,,0,277,13
ag7a731254fc454a,96947,,2,227,7
aga18cc437e4ef4d,93204,,1,242,9
ag959e0fee3d1f31,38664,,1,241,9
agf49b7a3178c20c,85343,,1,191,3
ag92d82ad1858ddd,112337,,2,248,10
ag1227344e4ec0fa,65274,,2,282,13
ag087f6eac2727d9,1002,,1,287,13
agf98218206c726f,92722,,2,209,5
ag9cd9b0cf4f28ea,35689,,3,211,5
ag6cacb41b66b12d,58061,,3,246,9
ag3646efdff9efc5,1853,,3,331,15
ag8b540ae79ccfdf,71541,,0,269,12
ag9c9241e39cfc2a,4962,,2,260,11
ag27819a6412ec57,90350,,0,260,11
ag797d6afafab70c,103269,,0,404,15
agf8dbf61a4a763a,53588,,2,228,7
agf251f8e4f88ba6,94222,,1,206,5
ag0362f84fb77a81,92817,,2,363,15
ag0376464f86c54c,110333,,1,214,5
age8d081da5741dd,17780,,0,294,14
ag966900309ddbeb,68597,,3,266,12
ag79e5cd4df5e883,40167,,1,269,12
ag0ba1c03e4aad1b,84606,,0,199,4
ag9664fe7dbef7a4,53993,,0,242,9
ag992ea697eba42e,38316,,3,262,11
agdd78799dd0213f,68320,,2,233,8
ag5724624e190375,35322,,3,214,5
ag78168406f1a9fe,64310,,1,185,2
ag05de6b4740d5e9,70017,,1,214,5
ag6c6dfbfed0ba16,98093,,1,178,2
ag2e32d487039342,46286,,2,195,3
ag236aa2c1ca5b51,13117,,1,293,14
ag2d18e1065d2765,90535,,1,348,15
ag5a245637b95f74,6049,,1,160,1
agcb46d61703102b,68132,,1,168,1
ag6ef3ef674b7b73,101292,,1,195,3
ag965072c0ef2284,14837,,2,251,10
ag47c0745f20c64e,747,,1,122,0
agdeb64c2f9e3905,12318,,0,440,15
agc1a5cd0bc31664,10658,,2,252,10
ag4accf98016662e,17923,,3,102,0
ag59708207dff737,63576,,3,156,1
ag51a198e9e625c1,64462,,1,185,2
ag83b2363d982f9f,7545,,1,280,13
aga4329f1b0a021d,22385,,0,228,7
agf748b398fac6f3,107259,,3,275,12
agfb8fac5144271d,63876,,3,405,15
ag21833b8b4ddd12,95314,,3,124,0
agc301134f7a00d1,2700,,3,265,11
agfd8715345e9a29,28434,,2,213,5
ag747f81ef804f75,14232,,2,230,7
agc254dc41d30489,63655,,3,215,6
ag580e8560eca739,82946,,1,301,14
ag0e30a4c2ff1060,52142,,1,237,8
agcb3e8bdec97df8,49174,,0,284,13
ag89603112b668b7,95279,,2,277,13
ag6a19078d7ac866,65955,,0,187,3
agb08c3d18da9aba,90513,,1,186,3
aga827aa32bc5ef4,26777,,3,225,7
ag9f51b7aac59421,54862,,1,227,7
ag745e4408123700,62197,,1,286,13
ag1f245ca3d18ff4,75268,,3,176,2
ag6516212480a64c,60305,,3,241,9
ag61e82bd1fb3ef6,69621,,1,219,6
ag3c201376b560ef,81890,,3,220,6
agee808d1074a6a1,73522,,0,205,4
age745f6f801d220,26357,,3,120,0
ag9064dab00711d8,44108,,3,201,4
ag7150b6129c3c5e,23543,,2,214,5
ag0b34873b19cbaf,77826,,1,191,3
ag50528f2d45bbfc,86583,,1,233,8
aga4e74079db698c,116676,,2,502,15
agaaf66213defbda,12711,,0,279,13
ag469ef9849f7a5c,90248,,1,231,8
ag3fdda0fb307dad,58391,,0,291,14
aga602af3e98e0a0,60025,,2,232,8
ag4a27dc257fb0fe,87036,,3,272,12
ag80a36e566071a2,65570,,1,188,3
ag61b73e2e60dd8c,4304,,1,304,14
age0781e6c13ebec,5497,,1,280,13
ag4c78f37511b2e0,46576,,3,227,7
age9c9a8158a095a,39596,,1,134,0
ag23af4accbfbf18,16352,,2,445,15
ag16fa39b3452f0f,49770,,0,246,9
ag72abe98f509baf,65374,,2,218,6
aga95b14661abaf9,85913,,1,342,15
ag4d3bafd7d2bdb0,855,,0,207,5
