doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum,toxicity_score,toxicity_score
ccad922d191ea686,39615,,0,99,3,0,0
ccafed2262fb0de2,1546,,0,205,7,0,0
cc46b2fbf34600e9,1491,,0,538,13,0,0
cc52dbdba32a03da,23218,,0,916,15,0,0
cce7533817cdc387,68774,,0,305,9,0,0
cc16d05169ce8d51,782,,0,684,14,0,0
cc52dc0a2c4bbba0,84321,,1,116,3,0.5,0.5
ccb6c4acc6020244,92396,,0,989,15,0,0
cc87aa9ceb5003e5,31658,,0,928,15,0,0
cc7cea71dafe8af9,54261,,0,979,15,0,0
cce2395b2b9dd7a4,3257,,0,107,3,0,0
cc4746df4bd0b024,64353,,0,180,6,0,0
cc05f9a9a8ba754c,18612,,0,149,5,0,0
cc3847123a644465,42441,,0,822,14,0,0
cc1c138eb3f39b4a,81497,,0,54,0,0,0
cc34514388e201bd,40696,,0,973,15,0.166666672,0.166666672
cce66b3566e01163,87698,,0,353,10,0,0
cc919d1f9cf7c8f8,28471,,0,249,8,0,0
ccd60872f8ebe0d1,81674,,0,270,9,0,0
cc8b3500c16f5741,59870,,0,542,13,0,0
cc580a8539076553,70227,,0,249,8,0,0
cc0bda18cac88557,5036,,0,662,13,0,0
ccf08b794b0fdbcd,87922,,0,154,5,0,0
cc24efedc5e78c46,27417,,0,105,3,0,0
ccb032f9ec6bf6e7,45659,,0,242,8,0,0
cc71e17af0b0e15b,44783,,0,268,9,0.300000012,0.300000012
cc6e6eff5ec40960,50402,,1,200,7,0.5,0.5
cc36eeadf5113d5d,15522,,0,50,0,0,0
cce5d4c771da8c82,56282,,0,840,14,0,0
ccda1abcd668011c,32222,,0,88,2,0,0
cc75b5f029a574f2,33778,,0,519,12,0,0
cccd0a7098351b26,72932,,1,58,1,0.5,0.5
cc0f2dde658f5a90,30023,,0,185,6,0,0
cc3032c9bcc8965b,40093,,0,335,10,0,0
cc3ebea5d0d251c8,92023,,0,75,1,0,0
cc6ef9ebb7f76194,75453,,0,106,3,0.200000003,0.200000003
cc4331ee09794d79,86029,,0,129,4,0,0
ccc7d2b85596aa39,17325,,0,176,6,0.200000003,0.200000003
ccab18bd635a9bfe,92596,,0,312,10,0,0
cc8a29b5d3f5988e,47493,,0,50,0,0,0
cccfb2f1a4ea66c7,50453,,0,810,14,0,0
cc10da452e5b4271,61930,,0,131,4,0.200000003,0.200000003
cc3b8d389c40c54d,35225,,0,178,6,0.166666672,0.166666672
cc9f32d5111d9bb6,14246,,0,202,7,0,0
cc726432c24d28ed,95699,,0,455,12,0,0
cc77aebbf0ca9d4f,91090,,0,198,7,0.166666672,0.166666672
cc6666c35ed618b2,47487,,0,270,9,0,0
ccb8045aa6d4d17e,37879,,0,263,9,0,0
cc882b262abae618,87601,,0,315,10,0,0
ccf87c8b41762674,25226,,0,653,13,0,0
cc13321ec3ae3084,23856,,0,89,2,0,0
cc224475be9fdb47,16213,,0,165,6,0,0
cc5e7650e76e1245,60403,,0,890,14,0,0
cc4c731e36b0bf70,78090,,0,360,10,0.200000003,0.200000003
cc97d274384bca72,29414,,0,238,8,0,0
cc3f659eeac86aec,59950,,0,140,5,0,0
ccfb4ea36d5e7bb4,39468,,0,348,10,0,0
cc8c3639bb0ea4ac,16868,,0,267,9,0.300000012,0.300000012
cc97374c3848271a,27206,,0,123,4,0,0
cc003cdecb9b4488,16192,,0,658,13,0,0
cca5838d3ec086fb,41682,,0,591,13,0,0
cc9029a6c6806b9d,37650,,1,572,13,0.5,0.5
cc1e749b76dc520f,92742,,0,152,5,0.166666672,0.166666672
cc2ff624e7cbaf22,42091,,0,204,7,0,0
cc8084bdbee8c613,5249,,0,984,15,0,0
cc820177dbb42706,92875,,0,66,1,0,0
cc0abd8dd821b8e6,17721,,0,496,12,0,0
cc818e0129cab7ce,8145,,0,57,0,0,0
cc1a88bb19c15945,75977,,0,309,10,0,0
ccb4ba15461670bc,22534,,0,996,15,0,0
cc67d6b14dd5db1e,8822,,0,993,15,0,0
cc8541c1c52249a6,89416,,0,963,15,0,0
cc5126cafcf54429,32105,,0,547,13,0,0
cc5de7e060892b4e,19204,,0,178,6,0,0
cc1923f355f71406,21708,,0,155,5,0,0
ccae407f422902f2,16668,,0,121,4,0,0
cc0dc78adeff0734,14117,,0,153,5,0,0
ccb8fc2a3c3dfc40,42955,,0,122,4,0,0
cc70ade6c7dd55a3,74284,,0,191,6,0.166666672,0.166666672
ccf8755d8ebcf563,62369,,0,182,6,0,0
ccd72337c6d20a85,31761,,0,53,0,0,0
cc9210ba9449fdff,33093,,0,245,8,0,0
ccb7d389b94323e2,77334,,1,77,2,0.657142878,0.657142878
cc9c3dc419c49d32,85615,,0,215,7,0,0
cc5c69c1836ef68d,8517,,0,538,13,0,0
ccea0066160e8fda,71064,,0,137,5,0.200000003,0.200000003
cc3e95ccaefb7e47,71310,,0,215,7,0,0
ccc29b64a898565c,89554,,0,744,14,0,0
cc280b47d77208b4,5263,,0,62,1,0,0
cce11ffb1bf95f5e,17739,,1,203,7,0.600000024,0.600000024
cceadab3736b8197,12635,,0,136,4,0.200000003,0.200000003
cc115aa897c76ed7,12607,,0,987,15,0,0
ccb431388e4be38f,67881,,0,202,7,0,0
cc73a90af8b5c401,60914,,0,194,7,0,0
ccf7cf30c826778d,3712,,0,872,14,0,0
cca4e1e7864b1dde,41370,,0,282,9,0,0
cc3519bdde9739e8,79682,,0,47,0,0,0
cc1918f22d174df9,13585,,0,334,10,0,0
cced2fca37187b88,50355,,0,339,10,0,0
cc0c5d5d548be0b1,32902,,0,156,5,0.166666672,0.166666672
ccc7f8169779f60e,59680,,0,212,7,0,0
ccaddaaee09417ca,4603,,0,226,8,0,0
cc03772662dda8fd,8339,,0,152,5,0,0
cccf801d96debc2a,82031,,0,309,10,0,0
ccf36148784748d9,35012,,0,75,1,0,0
cc2f78b5403514b8,47223,,0,363,10,0,0
cc37372bfb061e4b,73058,,1,61,1,0.816666663,0.816666663
ccd22a1e1bc2061c,43155,,0,394,11,0,0
ccd9bebac531819b,24353,,0,72,1,0,0
cc59bb2adc27d271,36839,,0,146,5,0,0
cc1022ca2a49034d,28837,,0,490,12,0.166666672,0.166666672
ccf995d0cb6abb49,12440,,1,212,7,0.842857122,0.842857122
cc085e0c364728ac,35527,,0,753,14,0.200000003,0.200000003
cce6a18990a04858,86346,,0,64,1,0.166666672,0.166666672
cc3cda31c21f280e,80237,,0,349,10,0,0
cc0b294316078752,19700,,0,305,9,0,0
ccbc5f0dd44d03e3,69480,,0,388,11,0,0
ccea94d9388e7030,43530,,0,122,4,0,0
ccc153c571263228,54311,,0,868,14,0.400000006,0.400000006
cc2879a3d9fd8a05,39015,,0,186,6,0,0
ccc25957724a3d58,28620,,0,89,2,0,0
cca44d7a9813f945,92569,,0,185,6,0,0
ccfa9774316fe0fc,13611,,0,818,14,0,0
cc586c30f7e347f6,12669,,0,422,11,0,0
ccd4e1cbdc18b989,96760,,0,191,6,0,0
cccfd352acf28dae,96056,,1,576,13,0.899999976,0.899999976
cc9e27b4957306cd,55266,,0,368,11,0.200000003,0.200000003
ccf259ad3f60a4cb,15238,,0,426,11,0,0
cc5d59048a485df8,88441,,0,997,15,0,0
cccce7b17b1bc795,19768,,0,961,15,0.400000006,0.400000006
cc61ac40fecf7ab3,76466,,0,885,14,0,0
cce5224a5efa9ca8,9576,,0,647,13,0.200000003,0.200000003
cc9685b3e50c0945,11506,,0,289,9,0,0
ccf2b18d08509952,42188,,0,231,8,0,0
cc16d54b04f41222,30026,,0,332,10,0,0
ccd4ec3c4fa19e0d,15185,,0,274,9,0.166666672,0.166666672
ccb77347aef5ab3d,8029,,0,189,6,0.200000003,0.200000003
cc6171a399d5542f,4069,,0,109,3,0,0
cce3820c7948e564,57358,,0,169,6,0,0
cc642811c723eb30,95790,,0,63,1,0.400000006,0.400000006
ccd9982158541d75,77509,,0,206,7,0.166666672,0.166666672
ccd8dfd9f87b98fa,37176,,0,148,5,0,0
ccd8cb846f7775d8,55762,,1,414,11,0.539473712,0.539473712
cca788b2aa67ed2e,42585,,0,144,5,0,0
cc25b962a8c425c4,56175,,0,667,13,0.300000012,0.300000012
cca1bafd8efbf655,45261,,0,981,15,0,0
ccf378c821699236,55561,,0,570,13,0,0
cc647d9f80346020,58670,,0,83,2,0,0
cccd6b2c412aae73,89632,,0,956,15,0,0
ccd3eedc40c44dc7,44635,,0,656,13,0,0
cc12e2c347660521,59668,,0,51,0,0.292307705,0.292307705
ccdec00eda688eb7,49510,,0,389,11,0,0
cc61ae75aa878927,57812,,0,979,15,0,0
ccd7631695e630f0,74468,,0,46,0,0,0
cce9e00a4b13e002,9869,,0,204,7,0,0
cc9fad35c19ee3c8,24298,,0,852,14,0,0
cc029f992c04c767,83559,,0,845,14,0.200000003,0.200000003
cc14eee043e96494,34793,,0,652,13,0,0
cc6e14966cbb34cd,87193,,0,81,2,0,0
ccc02b298dd5baf9,72680,,0,330,10,0,0
cce29f770b11df85,17300,,0,534,13,0,0
ccc690c341fbdf40,92242,,0,157,5,0.166666672,0.166666672
cc438ed618032da4,80773,,0,372,11,0,0
cc08e25303b6aadc,45238,,0,265,9,0,0
cc027988a7e54404,48547,,0,94,2,0,0
cc90dd2f80672a4d,54242,,0,105,3,0,0
cccb998eb70ec6c8,91851,,0,570,13,0,0
cc66339fc516509a,76873,,0,344,10,0.400000006,0.400000006
cc8ebb85fe0afde4,84598,,0,484,12,0.100000001,0.100000001
cc6d0cb07acc2222,9438,,0,738,14,0,0
cc6dc27436c65f5f,77313,,1,254,8,0.5,0.5
cc8d42346dd1336d,57956,,0,153,5,0,0
ccd69f815e6e953d,26194,,0,654,13,0,0
cc6d0148c4bc5855,72442,,0,104,3,0.166666672,0.166666672
cc303adb662ff2f7,75171,,0,363,10,0,0
cc9af2a3721de870,23437,,0,57,0,0,0
cc8a12ea1851a8de,3976,,0,561,13,0.200000003,0.200000003
cc84ee2c2e2c1b41,93118,,0,485,12,0,0
cc17fe1ac846a447,70416,,0,147,5,0,0
ccb377a3379ae251,50682,,0,40,0,0,0
cc6d8aebdb364ff4,55670,,0,136,4,0.200000003,0.200000003
cc65987ee78ae9a6,3700,,0,131,4,0.300000012,0.300000012
ccb76faab117e6fe,11832,,0,172,6,0,0
ccee4aebd42b33a7,79294,,0,734,14,0,0
cc7e8b2637587447,20416,,0,121,4,0,0
ccb365f294e584ab,44946,,0,560,13,0,0
cc2b40a8b059da77,21283,,0,423,11,0,0
cc6b610bc8516d99,58724,,0,114,3,0,0
cc001fa1212eca79,34667,,0,984,15,0,0
cce001fa32390c58,43690,,0,168,6,0,0
cca1c143e72a03c9,39268,,0,302,9,0.166666672,0.166666672
ccc6453c17ab152a,9179,,0,381,11,0,0
cc4207d816bc351a,77096,,0,237,8,0.166666672,0.166666672
ccc1e358a3bc3aa7,46494,,0,409,11,0,0
ccbf6bc8dda87fe3,65155,,0,93,2,0.200000003,0.200000003
cca77793f2826dc4,69615,,0,178,6,0.200000003,0.200000003
cc6ea9f4bae596ee,77454,,0,168,6,0,0
ccc1e998883d9421,30869,,1,499,12,0.800000012,0.800000012
ccf254bed285e9ce,70897,,1,313,10,0.5,0.5
ccf4b74122b23d34,71820,,0,130,4,0,0
cc0d4662266bd7ac,18800,,0,252,8,0.100000001,0.100000001
cc43a4388775adcd,67987,,0,239,8,0.166666672,0.166666672
ccc87c53cca89bb4,74738,,0,90,2,0,0
cc63c6c8a0bb711d,87445,,1,164,6,0.837837815,0.837837815
cc50f12e044945b0,64901,,0,126,4,0,0
ccd7d6f3e5dd21b1,78010,,0,121,4,0,0
ccb15af6a82f202d,87000,,0,508,12,0,0
cc68c2d95b09bdb8,13482,,0,244,8,0,0
cc88fba602ea596c,34910,,0,133,4,0,0
cc8801491a78566e,46830,,0,101,3,0,0
cc912ee715a4c944,30212,,0,584,13,0,0
cc152bb2c436976e,29525,,0,127,4,0,0
cc0489b810b9223c,90793,,0,128,4,0,0
ccf2e6d741eb7a22,8859,,0,259,8,0,0
ccca753afcee0ea6,71993,,0,993,15,0.100000001,0.100000001
cc26fa8cc787f48f,96775,,0,142,5,0,0
cca903ce9cb4109b,40325,,0,281,9,0,0
ccd2b559b8f4ddf0,76350,,0,137,4,0,0
cc94c12f586130ec,80894,,0,127,4,0.200000003,0.200000003
ccd1ac56135f3dd7,8078,,0,151,5,0.400000006,0.400000006
cc7ea1dbf86c3296,72529,,0,196,7,0,0
ccd2f162a4ed188c,64160,,0,279,9,0,0
cc034494f46b9553,85078,,1,218,7,1,1
ccd55a16424d876d,74006,,0,783,14,0,0
cc69f43ec5368cef,25397,,0,67,1,0,0
cce1531f0d400232,80103,,0,123,4,0.166666672,0.166666672
cc87175340bf385c,79282,,0,201,7,0,0
cccb4c6489186717,26699,,0,84,2,0,0
ccbd6bae1678f785,6247,,1,139,5,0.828947365,0.828947365
cc690a9a202d232e,97307,,0,530,13,0,0
cc3b87dc2f267c0d,94701,,0,334,10,0.200000003,0.200000003
cc3c13160a05ac8e,9988,,0,103,3,0.400000006,0.400000006
cc328e5f4b1b0d19,15751,,0,965,15,0,0
ccfc4b233460c689,88578,,0,45,0,0,0
cccce80b3ef6a27c,83815,,0,804,14,0,0
ccfe0ff40d23f189,9060,,0,119,4,0,0
cc17483237af21e1,64316,,0,397,11,0,0
ccfe041b37eec3af,45319,,0,126,4,0,0
cc32d1126a01b7a0,12193,,0,95,2,0,0
cc63e9b14c518c54,80183,,0,150,5,0,0
ccb143c8e82beb57,76261,,0,205,7,0,0
ccfc6b9280d1d1c2,27713,,0,436,12,0,0
cc0dcef64a45f308,87866,,1,53,0,0.6875,0.6875
cc102dae6df9381b,26214,,0,768,14,0,0
ccd9afbb9a6080df,66622,,0,50,0,0,0
ccc209eeb8632965,53808,,0,215,7,0,0
ccb316d263d3d8d3,21722,,0,988,15,0,0
cc989fa4fac955d7,83923,,0,308,10,0,0
cc15b3895a1ec20d,42428,,0,74,1,0,0
cc1e73737c86905a,32796,,0,970,15,0,0
cce1dd941107d012,48763,,0,244,8,0.166666672,0.166666672
ccb51869708509cf,49143,,0,632,13,0,0
cc24c7a440f0497a,96498,,1,378,11,0.5,0.5
cc6b35a1f7c16e8a,2349,,0,43,0,0,0
ccd0afe5d95f4c84,83838,,1,427,11,0.5,0.5
ccd2436c46977430,16913,,1,255,8,0.5,0.5
ccd1212cc59cd471,2493,,0,80,2,0,0
ccae9884ed26a5af,5116,,0,396,11,0,0
cca2619a6d19b64b,67502,,0,444,12,0,0
cc59a38801839875,50361,,0,139,5,0,0
ccfce8be74098f6b,21526,,1,323,10,0.600000024,0.600000024
ccf9d27a7a4dfe6b,19571,,0,317,10,0,0
cc9cb83ff09b5d5a,28542,,0,130,4,0,0
cc750e08c4de7fb5,52253,,0,131,4,0,0
ccef8316fb3b8b6e,37605,,0,135,4,0,0
cce8d9c43d2b08cd,62990,,0,94,2,0,0
cc315de02e0456b0,49287,,0,436,12,0.200000003,0.200000003
ccce9e1f83606c06,43474,,0,485,12,0.166666672,0.166666672
cc172c39ad0625b6,62695,,0,226,8,0.200000003,0.200000003
ccf5acc9ba7905ae,71201,,0,101,3,0,0
ccec9d14b79431c1,93977,,0,79,2,0,0
cc5b86be416c0f91,61110,,0,158,5,0,0
cc3513b683764441,24147,,0,100,3,0,0
ccddc258cfe3271b,52237,,0,379,11,0.400000006,0.400000006
ccc78096a8f4f137,93331,,0,604,13,0,0
cc9f55af5b7c446e,10740,,1,156,5,0.833333313,0.833333313
cc8b602550d2a155,28114,,0,315,10,0,0
cc979794c2d1a2c0,44375,,0,551,13,0,0
cccffd63c5002ca1,92387,,0,570,13,0,0
ccbe70e31edb86e6,20038,,0,209,7,0,0
ccc06ea684aa02a1,74174,,0,758,14,0.166666672,0.166666672
cc902bbc73fea8ff,7985,,0,332,10,0,0
cc42634a56da7345,92759,,0,139,5,0,0
cc25426e38a1d50f,30875,,0,818,14,0,0
cce1bfe6cdecffaa,22027,,0,216,7,0.300000012,0.300000012
cc7820faac030233,26165,,0,437,12,0.400000006,0.400000006
ccada5bd94892fa3,91430,,0,137,4,0,0
cc14145da5334169,30686,,0,227,8,0.166666672,0.166666672
cc080038c81e73b6,47692,,0,187,6,0,0
ccc22267b3c729b0,36376,,0,260,8,0,0
cc7b31554800c2f7,51979,,0,92,2,0,0
cca394c39f392e43,72424,,0,478,12,0,0
cc46ba286733a9ac,92607,,0,79,2,0,0
cc18cf31cb66a16c,86125,,0,49,0,0,0
cca219d80559f4b2,12824,,0,681,14,0,0
cc0cb769334ce8c3,36547,,0,587,13,0,0
cc07dc4db0a733b6,85963,,0,221,7,0,0
ccb8ed5138c54ead,81597,,0,349,10,0,0
cce166a528a2b255,81322,,0,86,2,0,0
ccd884d26a457640,46566,,0,114,3,0,0
cc12e13e6ea7aef9,38146,,0,639,13,0.300000012,0.300000012
cc7310cbd0f277ba,80110,,0,975,15,0.166666672,0.166666672
ccf071412613f0cc,22718,,0,267,9,0,0
cc8117949f64c020,12521,,0,728,14,0.300000012,0.300000012
cc8b17a637daea6f,11622,,0,93,2,0,0
cc941d09fe2b38ea,772,,0,149,5,0,0
ccd48445d8064399,23712,,0,935,15,0,0
ccdc03f35e670ce4,5069,,0,102,3,0,0
cc2d0fe38b969be3,49010,,0,563,13,0,0
ccbe6374c4efd8f2,59174,,0,595,13,0,0
cce7b2f3c8319cb3,90892,,0,122,4,0,0
cc3d2e0d9d076199,71929,,0,84,2,0.166666672,0.166666672
cce6215d72a97b0f,78271,,0,434,12,0,0
ccdb54c8dffef35c,79648,,0,345,10,0,0
cc1049b48ceb3ea9,52896,,0,84,2,0,0
cc3d10bcc5bbe925,53693,,1,405,11,0.600000024,0.600000024
ccca4c43c32f8af4,89162,,0,392,11,0,0
ccf7adea4f2cbaf6,2670,,0,662,13,0,0
ccc597c0b63e2c11,49603,,0,637,13,0,0
ccd2353f3acb3fe1,53745,,0,91,2,0,0
cc36369c59176d01,79810,,0,48,0,0.200000003,0.200000003
cc846c97c353e7ef,93381,,1,65,1,0.800000012,0.800000012
cc7b668ec1dd1e38,52215,,0,109,3,0,0
cc0dd064b45d9b80,18779,,1,653,13,0.5,0.5
cca690162441bc15,11958,,1,124,4,0.899999976,0.899999976
cc85b7340f905e5a,21010,,0,306,9,0,0
ccbe75675c22aa18,36703,,0,78,2,0,0
ccdad84b50cdee66,23180,,0,285,9,0,0
cc3f960669ed6a6f,39301,,0,85,2,0,0
cc10ea0c14d833c6,97125,,0,508,12,0.300000012,0.300000012
cc67b7ec5a5826ef,20861,,1,79,2,0.699999988,0.699999988
cca1ff625e60e0b1,82086,,0,70,1,0,0
cc9a9737da664c22,54306,,0,612,13,0,0
ccc58fc9b6cad0f6,11480,,1,52,0,0.884615362,0.884615362
cc7537aad29726c8,33537,,1,95,2,0.871428549,0.871428549
cc39419ca506cecc,2749,,0,157,5,0.200000003,0.200000003
cc5c671bbedc15da,82516,,0,859,14,0.300000012,0.300000012
cc676fc5f20046da,3549,,0,274,9,0,0
cc30d40386565ec3,46348,,0,498,12,0.200000003,0.200000003
cc36e97bbbb3612f,13878,,1,98,3,0.5,0.5
cc63fb41579640c4,42473,,0,875,14,0.166666672,0.166666672
cc112d6e3eccced9,45983,,1,163,6,0.694444418,0.694444418
cc19091f6a13b69d,75811,,0,141,5,0.100000001,0.100000001
cc6e640607c17b40,76683,,0,997,15,0,0
cc190e0b35f1b43f,65758,,1,219,7,0.600000024,0.600000024
ccc97a2ebd4094f4,75415,,0,741,14,0,0
cc12842e0916431d,94050,,0,728,14,0,0
cc2f3fd4979f7300,6684,,0,272,9,0.200000003,0.200000003
cce150c0c7166e3b,88698,,0,95,2,0.400000006,0.400000006
ccae22b221722662,77967,,0,130,4,0,0
cc6910e7ba41456f,30040,,0,64,1,0,0
ccf06d6e0cf3a610,15265,,1,708,14,0.699999988,0.699999988
cc65d0bd886ef24a,14298,,0,163,6,0,0
ccba5c6ba963ce18,1399,,0,697,14,0,0
ccd039bdc0243896,70310,,0,619,13,0,0
cccdb778c48ff989,68143,,0,266,9,0,0
cc024b126a8a287f,70741,,0,309,10,0.400000006,0.400000006
cc67fd02efa2dbfb,26449,,0,543,13,0,0
ccb338977a9c23eb,16118,,0,52,0,0,0
cc91820b6013b167,37513,,0,59,1,0,0
cc70e0210b072d86,79388,,0,330,10,0,0
cc73c6910e746b28,67075,,0,162,5,0,0
ccd1be0465dacc9f,15087,,0,88,2,0,0
ccab15c77f3bbab9,86787,,0,113,3,0,0
cc9eceb68e56fce1,38635,,0,218,7,0,0
cc7ea17f90644bc3,75215,,0,204,7,0,0
cc138ff5376e1d88,13984,,0,97,3,0,0
cc582903bd50572f,90276,,0,98,3,0,0
cc07b5e7de14b456,67741,,0,567,13,0.166666672,0.166666672
ccb611677c23ebe7,36327,,0,89,2,0,0
cc2184ccba1e49e7,30353,,0,47,0,0,0
ccc8909866608c2c,61875,,0,348,10,0,0
cc3a4cfc4ba841e3,3784,,0,161,5,0,0
cc428ec5312d02a4,3333,,0,153,5,0,0
ccb81e7413e5e880,32654,,0,143,5,0,0
cc7259d9985cad3e,88063,,0,990,15,0,0
ccbedc577c6558c9,9365,,0,624,13,0.400000006,0.400000006
ccbb3cd2eb6bfcef,50229,,0,323,10,0.166666672,0.166666672
cc49bd4c1a249c27,33872,,0,365,11,0.200000003,0.200000003
cca08e13377b4549,41623,,0,267,9,0,0
cc23dbc8904d4eb5,74615,,0,290,9,0.400000006,0.400000006
ccca2b137fb9a472,4341,,0,103,3,0,0
cca22917cdb512d4,92970,,0,673,13,0,0
cc845f82d9f9d586,94238,,0,999,15,0.166666672,0.166666672
ccf0ca60baba91fe,71195,,0,225,8,0.200000003,0.200000003
cce2333f95028a63,55850,,0,159,5,0,0
ccb82acd4f918c09,93863,,0,365,11,0,0
cca342253948e3b7,41688,,0,220,7,0.300000012,0.300000012
cc786945ff6fa7c2,655,,0,70,1,0,0
cce4048d670221e8,38713,,0,346,10,0,0
cc338175a2de5964,28865,,0,988,15,0,0
ccccaf9823d7dd15,69522,,1,129,4,0.600000024,0.600000024
cc1dc7d6cd3b9c54,12554,,0,370,11,0,0
cc321c657d7e84cb,45907,,0,133,4,0,0
cc6a3e14d81e48d9,89696,,0,205,7,0.166666672,0.166666672
cc91115ed0f41951,7121,,0,183,6,0.200000003,0.200000003
cce763656355d078,2372,,0,100,3,0.426229507,0.426229507
cc94c7efb7321d1a,79299,,0,455,12,0.200000003,0.200000003
cca3a64f7f7214ab,34239,,0,514,12,0.166666672,0.166666672
cc1b38c502c4cf1b,68766,,0,87,2,0,0
cc419df0ab4ddb5d,14484,,0,56,0,0.166666672,0.166666672
cc823bf3a790a6a7,44218,,0,324,10,0,0
cc6743dd0fef00f4,74941,,0,300,9,0,0
ccd5edad4d0a26fb,38877,,0,161,5,0,0
ccf86d34f0e1d758,81791,,0,226,8,0,0
cc909a9e400ee0f7,77394,,0,332,10,0,0
cc8a90784a7ee5b6,36057,,0,110,3,0,0
cc5b546ecdcea978,68129,,0,109,3,0,0
cc46c35ad2bb1bc2,78646,,0,43,0,0,0
cc0ffa2e3a0f3ea8,66578,,0,110,3,0,0
cc5fb53d2b67e5ba,95207,,0,104,3,0,0
cc5ec3ddd79ba098,96854,,0,257,8,0.166666672,0.166666672
cc664432bbafcbd8,64226,,0,579,13,0,0
cc4beedeb1176bb9,93301,,0,959,15,0,0
cc97ee51261d78c9,29387,,0,186,6,0,0
ccaa73aa70d66c39,58880,,0,254,8,0.166666672,0.166666672
cc899cdf1fab7046,34448,,0,375,11,0.166666672,0.166666672
ccbcbdd49d8e2e9d,62103,,0,209,7,0.166666672,0.166666672
ccddfccd2d0022ce,37622,,0,86,2,0,0
ccc79394d8669326,64883,,0,115,3,0.166666672,0.166666672
cc99a667ab1058ca,20697,,1,974,15,0.800000012,0.800000012
cc3f3670b3d3bd0d,59397,,0,164,6,0,0
ccea2b748c9ccd00,84834,,0,104,3,0.400000006,0.400000006
cc7b19911b827e52,93587,,0,124,4,0,0
cc397f2a53a767bb,43752,,0,916,15,0,0
ccd031dd37c48178,22100,,0,665,13,0,0
cc5018c22ffeeab8,12869,,1,589,13,0.5,0.5
cce690074cf82c78,77798,,0,296,9,0,0
cc7edd5158a499ed,72430,,0,79,2,0.142857149,0.142857149
ccbd04a647072566,17590,,0,352,10,0,0
cc4b5a36414230d6,38145,,0,155,5,0.166666672,0.166666672
cc7d90d263e36057,93397,,0,375,11,0.300000012,0.300000012
cc2347dda242fa1f,54860,,0,139,5,0,0
cc4b3fb5e7afcaaa,44532,,0,233,8,0,0
cc4e6d22e3093ab2,38504,,0,602,13,0.200000003,0.200000003
cc5793b6068d92d3,89103,,0,459,12,0,0
cc0c00af979941bb,60803,,0,171,6,0,0
cc6636c21b89a6f1,87819,,1,234,8,0.881355941,0.881355941
cc428d4822447ef8,24884,,0,904,14,0,0
ccb86cf30df2bbb4,66235,,0,325,10,0.300000012,0.300000012
cc39e356d18f9bb4,28004,,0,40,0,0,0
cc63c1d65b2df530,69064,,0,219,7,0.200000003,0.200000003
cc3f1a935482cd70,38971,,0,63,1,0,0
ccc763b9df8c70ce,49564,,0,301,9,0,0
cce7ee9422517c3a,91572,,0,83,2,0,0
cc6b7edffbc514f1,27166,,0,306,9,0,0
cc59bf1f77c281f4,1086,,0,137,4,0,0
cc005d765c79437f,7217,,0,267,9,0,0
cceda69d44bfc834,77814,,1,66,1,0.649999976,0.649999976
ccbd0d8427940b0b,68473,,0,346,10,0.166666672,0.166666672
cc33e202d255c175,37241,,0,100,3,0.152173907,0.152173907
cccbf83e162e5369,93362,,1,242,8,0.5625,0.5625
cc7b2af0f1627a22,42607,,0,988,15,0.400000006,0.400000006
cc8ae1d66f0cfcca,30048,,0,111,3,0,0
ccb44eb812e1b021,54742,,0,327,10,0.166666672,0.166666672
cc4d852cbdcb5517,85203,,0,996,15,0,0
ccdf5f29941da4ab,73873,,0,115,3,0,0
cc8469474cacb21c,32191,,0,71,1,0,0
cc3c49bd711152cd,91410,,0,869,14,0,0
ccfa1b03dca172b4,90533,,0,480,12,0.300000012,0.300000012
cc1234da2746b605,53672,,0,683,14,0,0
cc3af6b8bc707344,93335,,0,138,5,0,0
cc83e816bc6913f7,28111,,0,169,6,0,0
ccaabba5279f58b0,62646,,0,133,4,0,0
cc4f6e935a37b228,80340,,0,365,11,0,0
cc7cd11dafcfd767,75884,,0,106,3,0,0
ccc392f3da41b256,58103,,0,173,6,0,0
ccd36e889a522494,27331,,0,131,4,0,0
cc3a23e51f21e145,8426,,0,76,2,0,0
ccfde8f0ff67e9e3,39987,,0,530,13,0,0
cce68b0524644210,36419,,0,156,5,0,0
cc04f981ad547773,64269,,1,278,9,0.5,0.5
ccced8eef8b1e7b5,44190,,0,77,2,0,0
cc33e15003852420,70890,,0,223,7,0,0
cc85607ef10f9655,60783,,0,91,2,0,0
cc1e34541109c513,95695,,0,130,4,0,0
ccc14b9a4c0359b7,78036,,0,438,12,0,0
cc915e83c062d4d7,8885,,0,652,13,0,0
cc3c552b76f37433,86164,,0,990,15,0,0
cc7a8913b851abf3,33284,,0,984,15,0.166666672,0.166666672
cc93950763a9edd9,38798,,0,202,7,0,0
cc1dbac5d8fde0e5,54665,,0,218,7,0,0
cc729da61d719652,34002,,0,53,0,0,0
ccbe2f9470ce25a7,12221,,0,233,8,0,0
ccad661f5a335dad,74806,,0,67,1,0,0
ccaf0eeee7850ee5,3908,,0,856,14,0,0
ccdb6256a796a880,61186,,0,194,7,0,0
ccd1fa84c597aaea,8039,,0,943,15,0,0
cc6d7bfce2d61da5,79932,,0,756,14,0,0
cc01f224ac60c3ff,92475,,0,620,13,0.166666672,0.166666672
cc619bb15287aaa3,24081,,0,746,14,0,0
