doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum
im7731ef8321dd67,1230,,0,285,0
im2dc671a9fcba64,19334,,1,983,8
imd0b38689e20b9e,22867,,1,1196,10
imc1a711c1445468,2468,,0,777,5
im39083754c361c5,9619,,0,1228,10
im85c28e80ff2fa7,21995,,1,619,2
im872066ebb0abf2,24514,,1,327,0
imc1d2eec3f843bc,19975,,1,676,3
im962eb0519e4c18,24576,,1,746,5
im53c83a9caaf584,14158,,1,665,3
im0b134e0621cab5,9928,,0,677,3
im265b08beef9303,13864,,1,1247,10
imbb030b098fab12,19725,,1,1736,13
im2f72b219db1fe3,183,,0,839,6
im735abff2891929,19422,,1,2158,14
im22601a67d37f74,14241,,1,949,8
imd4f40db7c658c1,3861,,0,2110,14
imf31836f5dbd648,10110,,0,676,3
imc21124fc3a6fba,9271,,0,971,8
imbb8ec6d2227a8f,4602,,0,980,8
im33244ebfd5edbd,3322,,0,2183,14
im3871ed41fe9c0d,22546,,1,1120,9
im84a25baf597bc2,20852,,1,904,7
imae8e50b7fa912a,117,,0,739,5
ima29e49d4efa093,14539,,1,1066,9
ime3870c1544b3fe,4131,,0,1236,10
im55a0ea76275c86,12650,,1,798,6
im00b3f3c4af0a8d,4598,,0,2344,15
im21579fea46e29f,18946,,1,625,2
ima07905d095ab62,21069,,1,2407,15
imabe45cb77f9e08,13785,,1,1045,9
im93ae0f2e0bb246,8578,,0,980,8
im85edc90549ca39,19393,,1,1187,10
im49d2ae1ad83c2d,24374,,1,625,2
im703d04eac560b0,17244,,1,834,6
im55fc023659be7c,2563,,0,491,1
imf2fddff13c2c1e,11884,,0,307,0
im4c9f1e866437f8,21792,,1,811,6
im282f431c769abe,8431,,0,1102,9
im4b1a061a75e3cf,9937,,0,244,0
im20f8111b975f5a,24888,,1,547,1
im9a2e73173c917d,5327,,0,1695,13
im076c4e5dc49ebc,22030,,1,1327,11
im13ae049a41fc46,23406,,1,2083,14
im496f02746bd010,17458,,1,1649,13
imc9115040dd7d65,17018,,1,2096,14
im82c114a5c9d074,3941,,0,990,8
im818387a67dfba9,12879,,1,658,3
imb513c234ddc331,5224,,0,974,8
imff888b25e38435,1969,,0,1896,13
im811bc8f6e00289,6660,,0,1400,11
im55d9ed01ce18bc,1328,,0,1788,13
im5a3a658962ccf2,3145,,0,628,2
im91f49745738606,24685,,1,1014,8
imfac6ce7dd7fa16,22080,,1,851,6
im49e25ac3c65615,22672,,1,864,7
imf7752c5c7a05fb,4241,,0,2051,14
im225a6143651326,8471,,0,1534,12
imec5cbb1d70c2b7,21016,,1,921,7
imc9189727b158cc,1935,,0,543,1
im1d1855f0513c73,21169,,1,692,4
im7f6fc4521d644f,19576,,1,831,6
im1f116ab03b323c,22061,,1,1384,11
imcce84e96eebb47,18763,,1,1411,11
imb00c5c7f0c058b,21764,,1,1386,11
imbd2c442991140e,5757,,0,1530,12
ima07d5921d714ec,20234,,1,1008,8
imb2f7f411018512,9792,,0,1257,11
imdbb63ac58b3508,24124,,1,635,2
im75fa185160a8c9,21127,,1,2514,15
im1c1ec9866db6b1,23781,,1,1944,14
im4beefee1eab2ac,18715,,1,979,8
im4991c10b19f90b,2972,,0,539,1
im0627012bd12b75,7821,,0,991,8
imda8803cdbb31d7,9857,,0,317,0
im888a06f944a74c,12802,,1,2486,15
im13fb31a9cc07b2,13307,,1,711,4
im029524f39e6172,11859,,0,1633,12
im0df1436cfa8f57,8060,,0,792,6
im4a359b05088edc,17726,,1,692,4
im0d57a5ed8b98a6,16699,,1,1124,10
im880c6247a08839,12740,,1,2582,15
im3a300d06adedc5,19951,,1,958,8
im98ee07e3fe22b9,9923,,0,1486,12
imcc754749877f52,20812,,1,1549,12
im2332905cc78522,12269,,0,715,4
imf5339074872763,1310,,0,806,6
imcf9b5c3ebdadb5,11231,,0,1033,9
im8e27b6af338d20,22235,,1,476,1
im489846da593e5c,7453,,0,832,6
imd5811ba41cb724,21614,,1,2542,15
imb55c65ed8c61fc,18407,,1,2292,14
im7feeda11ff3f45,2997,,0,2464,15
ime681632e358190,22200,,1,359,0
im03aa0c712f8a4a,19113,,1,302,0
imf50ed3023a16e9,261,,0,781,5
im2927b4d6308309,11854,,0,2274,14
im3a2e5cdd62dfb2,4604,,0,913,7
im02810714803853,532,,0,854,6
im573aa8f43132db,1862,,0,726,4
imd5de1dfd35f472,22386,,1,252,0
im172433152bd735,9959,,0,643,2
imd03c883ec98d49,12276,,0,1694,13
im9d31b0bb024eb3,13285,,1,870,7
ima3d49bd8c738b0,24279,,1,749,5
im7a66acbc96b630,5601,,0,1160,10
im8b416a62083a21,4110,,0,922,7
im9d135a558acb23,23688,,1,811,6
im2351ef2422ddb0,21009,,1,515,1
imcc9b1e6fb49b5b,7337,,0,966,8
im80e86cf7a86e2a,22602,,1,459,1
ima46d30237999f8,7769,,0,2418,15
im739a9571031777,15639,,1,1009,8
im216751b0f4a821,6739,,0,1567,12
imefe4f74a972428,597,,0,824,6
im91b90fde865476,19789,,1,555,1
im588513b8a46870,13933,,1,2913,15
imbe90d8a892a307,4894,,0,816,6
im208c7f247d849d,20399,,1,1141,10
imb5293be2b03597,23006,,1,1819,13
imd731854aa74cd8,15448,,1,1014,8
ima94f40ccd32949,13768,,1,1006,8
ima656764d631300,9433,,0,259,0
im0318e7d7e0ffc1,20739,,1,1503,12
imf1410d14ccbd2f,19879,,1,1348,11
imc958747c0a8d2b,13055,,1,1900,13
imfa6ae8b87d5037,6943,,0,621,2
imb0e25c1282d79b,24066,,1,922,7
im5842d6c64ebfd2,288,,0,1016,8
imc0afe1c8dbcd31,21312,,1,319,0
im4bcccaa2b87055,9655,,0,704,4
im3720c37c23b602,5197,,0,858,7
imd4d5ca233c307a,565,,0,741,5
imb669aca2b6abb0,2500,,0,582,2
imf06eb594a67f76,9969,,0,1174,10
imd023b945d37c94,5625,,0,951,8
im11a06450b1f141,16480,,1,310,0
im64277bae32834f,23167,,1,1024,9
imc996301cc3bd77,6418,,0,751,5
im20a52c7ce16455,2279,,0,1955,14
im2a221f7c5d2f0a,8036,,0,1414,11
imc16ab58a0ad6c3,14025,,1,997,8
imc3e1662c61b1b5,6734,,0,1556,12
ime6a572e8b07471,6561,,0,784,5
im585501a53c154b,17672,,1,1227,10
ima3aa36f85fa3ad,13378,,1,856,7
imc09e5029089640,4004,,0,632,2
im7aaf8396d963cf,3793,,0,769,5
imde0dd7cf0bcbd8,6679,,0,625,2
imaaef5c321d058e,10084,,0,796,6
imaeaa43a661e2dd,19902,,1,1994,14
im78d7cb1225b27e,3592,,0,580,2
im5281cedfc83868,10050,,0,681,3
imfde85c5c10aab6,18952,,1,692,4
imcbc9820994347b,18280,,1,987,8
imdaeaf2e8541ab7,6698,,0,1707,13
imfbf3272634e327,20123,,1,800,6
imc0a368107b433f,13532,,1,1507,12
im8022c94abd9c25,24055,,1,1131,10
im23843792949f7e,19891,,1,665,3
imcafc6629831900,10998,,0,515,1
im142b9bfadc6fda,23437,,1,1800,13
ima92fb11cfe7de4,18233,,1,1147,10
im31fe98106f37f6,8064,,0,2671,15
imd90e62d742c57d,19919,,1,1126,10
im03b01a1130f1ec,21352,,1,927,7
im34113942bbb09a,19657,,1,936,7
im17af86c405ec4f,10229,,0,1109,9
imaa7a61473702a5,23073,,1,1018,8
imd4139c6414e005,13942,,1,1213,10
im872251f75bdb14,16400,,1,269,0
im73f1f84d8f5df1,22495,,1,1047,9
im9fb8c2443b481b,7726,,0,1359,11
im964bb2efa8f124,2565,,0,943,8
im10c35a5bc57e8a,17525,,1,796,6
im4f09f0697c6030,24046,,1,969,8
im8736b2bafd9498,7109,,0,782,5
imaef263e9b7477e,20610,,1,413,1
imcdac7619b3abd6,4541,,0,2007,14
imc58b426e567559,24242,,1,657,3
im60f96bfa68b014,19224,,1,683,3
im7fc6f94dbe42cf,20995,,1,732,5
im398be1fe550a82,8384,,0,1554,12
im1ed2e0f87d7c92,58,,0,701,4
im1bfd0dfc58f578,21824,,1,2231,14
im2031e612c3bc20,13144,,1,609,2
im8f55c35b3f3a4e,11797,,0,1929,14
imd8e867a30c9d0d,5447,,0,1435,12
im68c1ed217b1825,4305,,0,972,8
im4392635ba19097,15509,,1,1445,12
imb9d6a1cacbec88,20311,,1,845,6
im985a04b2356bce,18520,,1,752,5
imc9d88854059c03,16747,,1,917,7
im147ebec470663c,5833,,0,428,1
imcf3b03d240fa05,20222,,1,750,5
im37efa157ddee40,2026,,0,828,6
ime5783684593f2c,11408,,0,1741,13
im29fa9033c25438,12748,,1,685,3
im98291c3408f463,10726,,0,2830,15
im1920bfa0bf540e,17638,,1,985,8
imd2298cf4ced523,19170,,1,753,5
im6cd3b02c065337,24339,,1,2270,14
im7af07b568fe411,17681,,1,797,6
im26ad225a0d661b,22756,,1,1219,10
ima0d9fa37f008aa,14429,,1,642,2
im7abae4597536a0,24673,,1,294,0
im14ab19c9dd9fab,9774,,0,1001,8
ima745428eb49b8b,18534,,1,1025,9
imd8f352ef4885c3,17940,,1,1117,9
imb8c81328cb816c,18404,,1,1300,11
im65aae9a1cb8982,19889,,1,967,8
im672520fe4ef953,15744,,1,734,5
im0b3afc2871bf25,23019,,1,1010,8
im453ab9826b664b,20747,,1,932,7
ime7b33e3ec4fb65,8422,,0,815,6
imb2b645aecae4b5,21979,,1,1617,12
im2f5080f34c4899,7685,,0,796,6
im936326ca4567e5,7866,,0,453,1
imb2ed0f4b693f01,15788,,1,2413,15
im0f91175b08065d,7656,,0,1509,12
im127284a4849dc4,5752,,0,968,8
imf481c3083d1948,3476,,0,677,3
imd0cfd203bb6d59,16209,,1,1045,9
im036131978339e1,6726,,0,718,4
imf5425d1344d851,20377,,1,2378,15
im15cc9e490cce2d,22627,,1,1370,11
im6f4e3dd0b6796c,24622,,1,738,5
im12517d95bdda19,7846,,0,1481,12
im5e42f414a12318,13173,,1,1528,12
im2acef433b485bf,1927,,0,2568,15
im80820973df7089,7468,,0,1205,10
imaf1e290b0281d5,611,,0,1183,10
im8aac22c2e06d29,7635,,0,862,7
ima53e7d990f3d0b,140,,0,815,6
im5149f2db4c5771,15619,,1,681,3
imac45053e99561d,20924,,1,1875,13
ima8eaed9477917d,5792,,0,1171,10
im92f9a7cf2d8d67,3600,,0,639,2
im65184fe9d5fa7d,12184,,0,1094,9
ime98165f8b07cc2,22203,,1,649,3
imc67886431887ca,627,,0,1082,9
im65eccab465cbf2,19042,,1,1178,10
ima94a66ef8ae0bc,17838,,1,2351,15
im53ed05972e27f8,14591,,1,1100,9
im02d0c9de4c337e,17933,,1,1009,8
im3ac36eba6ce3da,7457,,0,2781,15
im98231f0a527920,17833,,1,791,6
ime2fafaf2161165,17964,,1,323,0
imf7ea892d009280,1456,,0,565,2
im4f45a2c6c4df0c,17302,,1,1702,13
im09b91cd2da1aec,18886,,1,1521,12
im4addecb53f388c,13749,,1,255,0
im8a0b12950e5fd5,18562,,1,677,3
imbd19b89787379b,1271,,0,553,1
im71df7c9b3f959a,17592,,1,526,1
im740f3562c405aa,15932,,1,580,2
im979d4fca842b58,2151,,0,880,7
im3b5def8db4ac64,24045,,1,2039,14
imde32d6de9278c6,4632,,0,857,7
imc03c49ed1870f7,1930,,0,690,4
imb1dc88dfb8a441,8550,,0,283,0
im70c2d3aee133e8,8884,,0,1129,10
im3990a52dfbe337,13708,,1,913,7
imf7c6f73d1693de,11012,,0,1442,12
im208bf5a944d80d,20709,,1,1118,9
im101d9b5feabb7f,3366,,0,807,6
im92fac70f085260,3708,,0,723,4
im3979dcf8b25948,23782,,1,1389,11
im91144df2a5b78e,1572,,0,2850,15
im4ab526b6469b6b,3389,,0,470,1
im78464eb9d45d82,10259,,0,872,7
imb922998f0ae687,869,,0,1631,12
imae8613cd5e3474,19079,,1,2835,15
im1a2030cd127bb0,20136,,1,1026,9
im31f7558103ef64,18162,,1,704,4
im529e0fff5ad312,21432,,1,2694,15
imefc0a176a48aba,15543,,1,675,3
imb32dad8ca82e05,22542,,1,1541,12
im778ad42aa5342e,22068,,1,367,0
im558929b1973d02,599,,0,499,1
imcaefd4dbebc4ab,8161,,0,1851,13
ima18f7e8c1fc573,10807,,0,888,7
ime6e5cae3fe39dc,452,,0,1117,9
imab1dd06859d007,21260,,1,1210,10
im93fcbca570af35,24058,,1,2328,15
im806042189ae66d,2718,,0,1557,12
ima146e98203c56a,24060,,1,753,5
imaf3bd748618337,11038,,0,756,5
im929602482953ce,24491,,1,714,4
ima76b6240e9a949,1696,,0,1019,8
im17fb6d3f82684f,10009,,0,286,0
im2b724a1821fa58,19541,,1,1547,12
ima260094b4bd8c5,10568,,0,1066,9
imbb6d89227bdb29,11988,,0,650,3
imb195ddf1199656,11474,,0,2670,15
im447680c5441423,22440,,1,2802,15
im8c8defc0681ea2,24877,,1,477,1
im2a7332537f2ad3,11418,,0,834,6
imf943b8c4a98d35,10423,,0,1603,12
im92ff3c086f7b9d,20904,,1,1041,9
imf5a6679535e52a,2121,,0,254,0
imb086c58fe410c9,12706,,1,1513,12
imcf2aeb068f5738,8936,,0,1307,11
im1ec8d8646926d6,5511,,0,1445,12
im64d731919afa77,24644,,1,1318,11
im3d79ee9e7d9332,775,,0,1087,9
im264cfa02d7ec98,6174,,0,1378,11
im64a0cc25265a75,11247,,0,655,3
ime02ea08984b128,15857,,1,1172,10
im293b878a6b6e26,8875,,0,877,7
im7dca23db3426d2,14329,,1,1144,10
im29f22c53e0be14,17514,,1,1373,11
imfdcc33ca4bd4a6,10937,,0,756,5
imae0538621d63b2,20700,,1,376,0
im56b49970bd6e2c,9380,,0,1654,13
im77d13c9376811b,9649,,0,446,1
im4e98f56e93a5a7,15069,,1,1308,11
im79f27803756d4d,4682,,0,865,7
imf5ca97d629ccfa,23923,,1,2329,15
im7bbddd347533c1,2331,,0,816,6
imb098a58c6e8bef,7291,,0,1129,10
imf26473837a6bd9,6595,,0,956,8
imc901fb717003bc,8654,,0,858,7
im64a1df2063de16,16243,,1,677,3
im1956c8837bdac0,13429,,1,654,3
imb08fd3a5c73dc7,21038,,1,349,0
imc330f0e74bc380,17840,,1,1591,12
im9b780b98d78cbd,12015,,0,887,7
imef4c1e08f1dee4,12908,,1,2213,14
imb7d2a9a2fba8f5,14036,,1,801,6
im0c02c4f4507c04,2581,,0,711,4
im43d166439985ba,23808,,1,218,0
im5459698d5f4e23,24765,,1,1969,14
im60b450fbc7c118,7460,,0,479,1
imdbfe26544d42e0,20379,,1,2071,14
ima8a669b9ae22ea,3412,,0,612,2
im06f08b3864915e,20942,,1,1267,11
imb339d8d1c9f127,17147,,1,769,5
im2edcd355dcf6ae,1113,,0,681,3
imf6cffdfadf8176,120,,0,1757,13
ima3079f1999d860,3932,,0,350,0
im822d5bafe29601,7755,,0,635,2
imd4a127689c317e,9313,,0,1167,10
ima9fcd25ec49cfc,19331,,1,739,5
imc804147c17e96a,62,,0,862,7
im4c5ab79b668200,20554,,1,1068,9
im0ddeedbc2c469c,6098,,0,1045,9
imabb665e129f787,10320,,0,2675,15
ima260deb910012c,18109,,1,1396,11
im655566af96d6c4,4940,,0,1100,9
ima3482ef7802c46,17433,,1,2112,14
imc0fa444405d637,23272,,1,940,8
ima88ad8e880c1d9,18013,,1,255,0
im9d9a6413a0d1d4,7106,,0,945,8
im1380173a422b22,11807,,0,480,1
im7de4aff0fd43c0,10959,,0,668,3
im70604d6e959394,3031,,0,1366,11
im2b98f40f8f4bb2,4436,,0,1608,12
ime13eeef0dea8dd,12421,,0,656,3
im60cf077c3a4439,14100,,1,582,2
im30479ce444155d,22074,,1,1100,9
im6d1c506e8787a9,12461,,0,682,3
ima168f87054b0dd,11645,,0,1301,11
ima9db7e91d1c3e9,23860,,1,1888,13
im7b40bf07c18cbe,15211,,1,677,3
im0e224489c70399,4629,,0,1055,9
im3a8cfc8bac7f90,15471,,1,830,6
im7f07ae29d3005a,15513,,1,516,1
im84a7e559c09ae3,14759,,1,2934,15
im2874fbb8825886,2592,,0,1835,13
im7a3fd9388b273b,369,,0,572,2
im71f06625ccee28,3465,,0,505,1
imae908178734336,5671,,0,1932,14
im6b2d979190bacf,7272,,0,633,2
im24601c5312fc74,17802,,1,1017,8
im3a02f4b7c5eea0,4683,,0,1521,12
im99ceb1774a7192,914,,0,843,6
im5ae5a54d449999,1262,,0,303,0
ima8d86b729409f9,10244,,0,660,3
im81fddcd98644cb,10280,,0,2823,15
imaa6c4cefcdcf19,15212,,1,1270,11
im423d8ef974caed,14218,,1,1038,9
imd4b601e122834a,3196,,0,832,6
im1a18883a69940f,13805,,1,637,2
im5d9da7e7e096bc,1120,,0,1254,10
imd471bc7dcc79d9,12928,,1,786,5
imce65f4404445b9,21081,,1,759,5
im325be74db67ebb,13204,,1,681,3
ime43926b2b2fefb,9389,,0,669,3
im46ef28c5969a85,21702,,1,2254,14
imb60525d87daf88,8804,,0,668,3
im24bb3168227ca0,16211,,1,901,7
imbd50ef74adfa92,21401,,1,365,0
imd81d24ff970480,19713,,1,1389,11
im6df5ae5acd9779,859,,0,1285,11
ime2c6aabd940e6e,5975,,0,727,4
imea01d230b0b224,1683,,0,1045,9
im02c32941056e53,24989,,1,674,3
ime73bea4be261fb,2977,,0,826,6
im6f10fbe1037022,16269,,1,557,1
im690287c7e65c8d,12664,,1,1088,9
imc984c39a971210,1978,,0,760,5
imad7299ce8c2492,1165,,0,1109,9
im6f6d163265fabd,12936,,1,788,5
im8e3e03d1c90c4e,1466,,0,2081,14
im57a751b0ea47ad,8398,,0,1402,11
im9b7b3355821558,21921,,1,2833,15
im0241e037530d94,23814,,1,1400,11
im967eba4c3f6b30,874,,0,763,5
imd136bbea9d151e,6950,,0,251,0
imbfe885238a9a8e,14268,,1,323,0
im20c81105b4289c,3972,,0,2110,14
im584f386821c99b,8351,,0,725,4
im8a2983bf2a6cfd,18207,,1,992,8
imd78fec76c9d65a,5613,,0,787,5
im807f83af474a0d,13930,,1,1574,12
imeacc18fd0c1155,15730,,1,805,6
im6357cf43467a2c,1716,,0,1645,13
ime4ab4e9b4386ca,16291,,1,731,4
imb2b24ab718256a,23861,,1,535,1
imde30c17222a613,22752,,1,1037,9
imc39718356e7cd0,17499,,1,763,5
im70ada8d6cf886a,6013,,0,614,2
im592708716bcf28,7772,,0,762,5
imcafb19490f884e,12031,,0,1198,10
im1190453dd58e33,484,,0,1012,8
im69b9af0d16430c,17338,,1,480,1
imff57a5a0fbe37c,16906,,1,1315,11
imc24f41232e6548,6014,,0,1760,13
im796ad3938cf4c7,13163,,1,446,1
imb18e4690deaa49,12035,,0,925,7
im812c47d095c8b6,1749,,0,854,6
imf605f7d63b46ea,9962,,0,1273,11
im0ebde0b3148016,22589,,1,2183,14
im47577d9b4d8512,3966,,0,254,0
imf0d98e38a98a11,4367,,0,240,0
imc3572d036d64f8,19097,,1,509,1
im0fc3996b6cae4e,11372,,0,908,7
im2bc2294c737c64,2482,,0,2993,15
im5dda4c61d00654,15960,,1,2831,15
im1055cc7350f1af,11015,,0,2914,15
imd6b0e0fc028799,8569,,0,723,4
im9245c5d42da10a,21262,,1,1888,13
imbec1ba3503b304,14881,,1,748,5
im7188f2643d7327,13739,,1,2507,15
im3474e39c7f62a1,5185,,0,1163,10
im92abe7002cb963,14122,,1,1364,11
im529824943c8a68,1214,,0,2447,15
im170c7f052858d6,9804,,0,755,5
im7361f67d63b230,9957,,0,1069,9
im27cee01c7a3581,19114,,1,1718,13
im41140b7d319b90,15039,,1,400,1
im6b8c95b4e4251e,22204,,1,1726,13
imfd22e26ee7ae95,2345,,0,943,8
imc29100b96349a3,11844,,0,2195,14
im86282fb28ef67c,7914,,0,894,7
im8e740db0dd1ac0,19595,,1,721,4
imd861b1a23a7b36,11766,,0,673,3
imca40873b0390ec,8315,,0,2194,14
imf702910d1cff56,19370,,1,1800,13
im325772525a6710,5459,,0,975,8
im16a0087e1ab6b7,12736,,1,941,8
im867f01607a316d,13326,,1,2489,15
im90763795477491,13713,,1,902,7
im79cd800497dfa2,15051,,1,993,8
imc82555ed575e9c,19447,,1,702,4
im504414b23a43f4,17853,,1,504,1
im816c2adecfd7da,15810,,1,1213,10
imf65ed8c17fac94,2921,,0,606,2
im70757b6b4aa5c0,7171,,0,1729,13
im4a63fe568314a9,9767,,0,739,5
imc89908e9a597c2,7296,,0,1271,11
im9563702572489a,12399,,0,793,6
im379e6b0f3d9542,24467,,1,1473,12
im625f2e046569fd,14549,,1,1700,13
im0148f48387da0c,18200,,1,2021,14
imd442b2a29dc808,8509,,0,755,5
imd815a45cd9739c,15410,,1,1873,13
im5346cf029830cc,2359,,0,646,2
im852b1c5571146c,6067,,0,2330,15
imafddadb9bd6c51,23574,,1,691,4
im78a60f4b2fc430,8762,,0,1122,9
im26e77a9cc587d7,18721,,1,1616,12
imd200068f50c991,12524,,1,613,2
im4c81ef0e9e92fa,683,,0,796,6
imce7f6ea2481385,8775,,0,591,2
im75502ee9f2861a,4741,,0,1217,10
imb0c6e34af50709,22391,,1,764,5
imf4bca18c816845,5869,,0,1145,10
imd70da9ced2b7c2,5885,,0,2247,14
imeb97daa022f7b5,18191,,1,1389,11
im238446916dc3f9,20093,,1,1580,12
imd0e3fe05db3a48,453,,0,626,2
imad99b78c50f396,14598,,1,1610,12
ima72cfc51983c8d,5122,,0,649,3
im190fef0b700de7,11180,,0,853,6
im423c78d569f44f,20866,,1,710,4
imc70098d80df9e7,7977,,0,1852,13
imc1ef538defdee5,3288,,0,1181,10
imaf5a7fa67b1f34,13287,,1,1192,10
im15a7807d04822d,9981,,0,822,6
im6f989d5884457b,4094,,0,944,8
im4bb5aab3d736b7,21341,,1,1328,11
im340f089de98629,8982,,0,1920,13
imb1ea73ce178769,7632,,0,1547,12
im78f5c1c68552f5,7225,,0,503,1
im75a7b9cfa5d072,12991,,1,515,1
im2326acc9ccac06,399,,0,413,1
im2a287c5ac5f482,930,,0,1716,13
imb3be4925e9dfe0,5233,,0,737,5
im396ed4f97da535,11542,,0,777,5
im60336f90163153,21668,,1,938,8
im9a04eea6959a62,7542,,0,1000,8
im0712a5d825d34d,19939,,1,1007,8
im6f338b4b9b0730,22943,,1,816,6
im1fe053f28bb020,14346,,1,2993,15
im73940d1f137024,7476,,0,841,6
imdc21bb053a7199,20104,,1,1197,10
im12b7d12793ccd2,22442,,1,1065,9
imc06e7fde55dbe3,1929,,0,2766,15
imc58dd64c53f28e,16836,,1,794,6
imff77dba4a23581,5948,,0,2423,15
imdb88581170c5c6,1647,,0,1012,8
im372e7d7ecd7b8e,7779,,0,378,0
ima2f4bfdce25d84,1413,,0,1624,12
imf964e0fafbfb51,14292,,1,1489,12
im9a259d568d93a4,21166,,1,2162,14
imfd5d362b77d8b1,17011,,1,637,2
ime62abcd337d64e,9188,,0,704,4
imbed72ebd293c1a,17251,,1,1007,8
im0e1f8a2eadc0da,7753,,0,383,0
im556fb1f50d5798,12418,,0,1325,11
im5647af58969971,674,,0,2585,15
im8ada64179fadfb,1409,,0,773,5
im94caaed543f064,16405,,1,874,7
im171fc33e10f102,21296,,1,1075,9
imf771248e130b9e,758,,0,1492,12
imdc042f7b1d086b,794,,0,853,6
imac77c3f0518f06,5849,,0,2618,15
im1a3d4d24aa1dd2,10594,,0,268,0
im276d4cff16bc28,8229,,0,1177,10
im347fa6101bdf11,2789,,0,727,4
im7beb184b0049ad,14199,,1,980,8
imc9ce5b8afc8e18,13236,,1,2945,15
im38a8dca871d0ea,16916,,1,958,8
imeecf0c398c7526,22167,,1,1348,11
im79ebdeceb63ce9,21235,,1,1926,14
im84fc53bdc186f9,12460,,0,1720,13
im971de483ed02aa,678,,0,675,3
im92711969586501,10656,,0,823,6
im467778a28bd134,6388,,0,1510,12
im6a3bc76c14effc,10233,,0,357,0
im9741112e5c9637,24864,,1,658,3
im9bcdd881428068,10572,,0,502,1
imdb3d138a462b6c,21766,,1,680,3
im20e9e552cacbfe,8517,,0,786,5
im6010f75b24e335,3238,,0,908,7
im0aecd408d5e76e,111,,0,2421,15
im7f998c7b19f202,21654,,1,529,1
ime48c4d2710fc62,16443,,1,2458,15
imf36a6aa5756636,20954,,1,462,1
im974f0d2b2c680f,24192,,1,644,2
im104488417410ee,412,,0,1616,12
im95b710b12b703d,3042,,0,752,5
imb36b3590e30fab,13764,,1,1932,14
im63b6436acc3f8b,24817,,1,1135,10
im84b29602913f61,15814,,1,702,4
im5ab665151459a9,1486,,0,647,3
imb4d9ce438e8eb0,1893,,0,638,2
imaf99fe1656e992,23047,,1,1741,13
imb2596b0e68b63c,24746,,1,1422,11
im877366a01be0e2,13097,,1,1138,10
im6ac4601a78d659,742,,0,1125,10
imd595cd323fa0e1,10861,,0,1028,9
im221cd9d220521f,6083,,0,1450,12
ime65b6a132729c2,7257,,0,734,5
imd40f8abee0e366,22641,,1,1131,10
imd4b132a62d89e3,9785,,0,1472,12
im71bccb9191138b,10541,,0,2035,14
im7c45ebaf5d87c6,17134,,1,1763,13
im47ee63053c529c,12069,,0,2145,14
im23897a430c7344,15743,,1,2647,15
im429e33220609ae,22538,,1,1139,10
im4751c9f2da29df,12091,,0,2132,14
ima9e3e9636dd510,1227,,0,1023,9
imff71bcc7ce2796,12009,,0,1052,9
im1160ecae065caf,18719,,1,762,5
imef0a1423ee326c,225,,0,698,4
imee3206f822ea77,22766,,1,1010,8
imf90c07382f6d51,7039,,0,1027,9
imdd5430cf73e912,6110,,0,1479,12
im958ff5caa951d8,15737,,1,1118,9
imf1183311b4af33,18461,,1,1861,13
imb3c1a610ce993b,6820,,0,830,6
im60bda87c327da2,15083,,1,688,4
im14d8586d4ded60,12556,,1,1248,10
im7626e5cd20ff48,3922,,0,645,2
im8630e8fdf87f5c,24936,,1,364,0
imc9adc79e2e6979,16645,,1,921,7
im268c7f3c4f3ae5,13820,,1,307,0
im9c565bf50e2056,14069,,1,798,6
imb61c6eaed053e8,19755,,1,850,6
im6625fa60275e6e,500,,0,2467,15
ime6ae70879aae8e,15817,,1,751,5
ime52cccae105df9,12716,,1,1056,9
im517574cd2bbc73,6769,,0,1049,9
imabc342a8c1653a,9622,,0,412,1
imb7a5f53363c453,15666,,1,2234,14
im361f1aa2569a32,8410,,0,892,7
imd856040cc863a0,5845,,0,1645,13
im67d5de100c0109,15163,,1,1345,11
im5821ad4c12e588,4876,,0,1382,11
ime200714540a8bd,13044,,1,820,6
im5ea322725a5a66,8191,,0,337,0
im47e4215d321039,6990,,0,850,6
im4a6ac692e072eb,125,,0,748,5
imebcf31be24ba5f,21553,,1,2475,15
im18ed507adf9a79,16710,,1,266,0
im72afd675982d8a,23784,,1,1198,10
imf18c53c198fd38,807,,0,1086,9
im49b8a6a70fc54c,40,,0,682,3
im75d003cea7c2a0,22990,,1,970,8
imd5bd9c6d55fea6,4559,,0,937,7
im2e5832edc777d6,15774,,1,389,1
imba1100f390fbc3,16078,,1,1017,8
imada8506e02b738,9325,,0,484,1
imc4b30db49252d5,18038,,1,1211,10
imbe0852715af874,247,,0,1784,13
imb450856522076e,20899,,1,181,0
imb225d0d301ba6d,12483,,0,544,1
im0f4dade87f9404,88,,0,1539,12
im8b2ca599aa392b,16310,,1,1257,11
im21426c8dcabf43,21598,,1,1853,13
im6753447ceec846,22018,,1,188,0
im49dd080657bbde,22323,,1,778,5
im00bdf899b7216b,2065,,0,778,5
imc0be5d07d99edf,268,,0,272,0
imbce135b1644dc4,7141,,0,757,5
im0a343ef2aa69cd,13289,,1,727,4
im16faf7384b0db2,12552,,1,2038,14
imdd6a5518ad0ae8,4073,,0,597,2
im02610e86c25605,3195,,0,1362,11
im42c86c2e1beb7a,23423,,1,2470,15
ime1e414e897d0de,20868,,1,1089,9
ima7bf647bc9d226,5169,,0,640,2
im8168c9d2efb0c5,21571,,1,1950,14
im69e3bd160e559f,20791,,1,998,8
